Time(s),Voltage(V)
-2.3800000000,-0.0051406250
-2.3760000000,-0.0048125000
-2.3720000000,-0.0048437500
-2.3680000000,-0.0050625000
-2.3640000000,-0.0050156250
-2.3600000000,-0.0050781250
-2.3560000000,-0.0050312500
-2.3520000000,-0.0049375000
-2.3480000000,-0.0049531250
-2.3440000000,-0.0051250000
-2.3400000000,-0.0049843750
-2.3360000000,-0.0048437500
-2.3320000000,-0.0052031250
-2.3280000000,-0.0051093750
-2.3240000000,-0.0050312500
-2.3200000000,-0.0050468750
-2.3160000000,-0.0051406250
-2.3120000000,-0.0050625000
-2.3080000000,-0.0050781250
-2.3040000000,-0.0050781250
-2.3000000000,-0.0048593750
-2.2960000000,-0.0049375000
-2.2920000000,-0.0050468750
-2.2880000000,-0.0047968750
-2.2840000000,-0.0048750000
-2.2800000000,-0.0050000000
-2.2760000000,-0.0052812500
-2.2720000000,-0.0050156250
-2.2680000000,-0.0050625000
-2.2640000000,-0.0049687500
-2.2600000000,-0.0049218750
-2.2560000000,-0.0051718750
-2.2520000000,-0.0052500000
-2.2480000000,-0.0048437500
-2.2440000000,-0.0048281250
-2.2400000000,-0.0052343750
-2.2360000000,-0.0050000000
-2.2320000000,-0.0051250000
-2.2280000000,-0.0049375000
-2.2240000000,-0.0050156250
-2.2200000000,-0.0051875000
-2.2160000000,-0.0049062500
-2.2120000000,-0.0049531250
-2.2080000000,-0.0048593750
-2.2040000000,-0.0051875000
-2.2000000000,-0.0048750000
-2.1960000000,-0.0051562500
-2.1920000000,-0.0052500000
-2.1880000000,-0.0049062500
-2.1840000000,-0.0049531250
-2.1800000000,-0.0049062500
-2.1760000000,-0.0051406250
-2.1720000000,-0.0050312500
-2.1680000000,-0.0049062500
-2.1640000000,-0.0050156250
-2.1600000000,-0.0048437500
-2.1560000000,-0.0049218750
-2.1520000000,-0.0048125000
-2.1480000000,-0.0051562500
-2.1440000000,-0.0050625000
-2.1400000000,-0.0051093750
-2.1360000000,-0.0049843750
-2.1320000000,-0.0050000000
-2.1280000000,-0.0049843750
-2.1240000000,-0.0051250000
-2.1200000000,-0.0048437500
-2.1160000000,-0.0050781250
-2.1120000000,-0.0050156250
-2.1080000000,-0.0050468750
-2.1040000000,-0.0051718750
-2.1000000000,-0.0047968750
-2.0960000000,-0.0051250000
-2.0920000000,-0.0050000000
-2.0880000000,-0.0051250000
-2.0840000000,-0.0047500000
-2.0800000000,-0.0052656250
-2.0760000000,-0.0051093750
-2.0720000000,-0.0047656250
-2.0680000000,-0.0050625000
-2.0640000000,-0.0050000000
-2.0600000000,-0.0050781250
-2.0560000000,-0.0050781250
-2.0520000000,-0.0050156250
-2.0480000000,-0.0050781250
-2.0440000000,-0.0050781250
-2.0400000000,-0.0049218750
-2.0360000000,-0.0050468750
-2.0320000000,-0.0050000000
-2.0280000000,-0.0048593750
-2.0240000000,-0.0050312500
-2.0200000000,-0.0052343750
-2.0160000000,-0.0050000000
-2.0120000000,-0.0052500000
-2.0080000000,-0.0048750000
-2.0040000000,-0.0048281250
-2.0000000000,-0.0049843750
-1.9960000000,-0.0053281250
-1.9920000000,-0.0047968750
-1.9880000000,-0.0048437500
-1.9840000000,-0.0050312500
-1.9800000000,-0.0049375000
-1.9760000000,-0.0051562500
-1.9720000000,-0.0049218750
-1.9680000000,-0.0049843750
-1.9640000000,-0.0050312500
-1.9600000000,-0.0049375000
-1.9560000000,-0.0048906250
-1.9520000000,-0.0051250000
-1.9480000000,-0.0051718750
-1.9440000000,-0.0050000000
-1.9400000000,-0.0049843750
-1.9360000000,-0.0049843750
-1.9320000000,-0.0050468750
-1.9280000000,-0.0048281250
-1.9240000000,-0.0051718750
-1.9200000000,-0.0050468750
-1.9160000000,-0.0050625000
-1.9120000000,-0.0048906250
-1.9080000000,-0.0048750000
-1.9040000000,-0.0049531250
-1.9000000000,-0.0049843750
-1.8960000000,-0.0049687500
-1.8920000000,-0.0051250000
-1.8880000000,-0.0049375000
-1.8840000000,-0.0050937500
-1.8800000000,-0.0050312500
-1.8760000000,-0.0049375000
-1.8720000000,-0.0049687500
-1.8680000000,-0.0051093750
-1.8640000000,-0.0047656250
-1.8600000000,-0.0049687500
-1.8560000000,-0.0048437500
-1.8520000000,-0.0051250000
-1.8480000000,-0.0050000000
-1.8440000000,-0.0049375000
-1.8400000000,-0.0048750000
-1.8360000000,-0.0051406250
-1.8320000000,-0.0049531250
-1.8280000000,-0.0048281250
-1.8240000000,-0.0051093750
-1.8200000000,-0.0050781250
-1.8160000000,-0.0048750000
-1.8120000000,-0.0050781250
-1.8080000000,-0.0049218750
-1.8040000000,-0.0051093750
-1.8000000000,-0.0050000000
-1.7960000000,-0.0051406250
-1.7920000000,-0.0049687500
-1.7880000000,-0.0050468750
-1.7840000000,-0.0050312500
-1.7800000000,-0.0049687500
-1.7760000000,-0.0049218750
-1.7720000000,-0.0050000000
-1.7680000000,-0.0049531250
-1.7640000000,-0.0052343750
-1.7600000000,-0.0050937500
-1.7560000000,-0.0050000000
-1.7520000000,-0.0049687500
-1.7480000000,-0.0049687500
-1.7440000000,-0.0050937500
-1.7400000000,-0.0053281250
-1.7360000000,-0.0047500000
-1.7320000000,-0.0047500000
-1.7280000000,-0.0051250000
-1.7240000000,-0.0050937500
-1.7200000000,-0.0050781250
-1.7160000000,-0.0048750000
-1.7120000000,-0.0050156250
-1.7080000000,-0.0050312500
-1.7040000000,-0.0050625000
-1.7000000000,-0.0049218750
-1.6960000000,-0.0050000000
-1.6920000000,-0.0051093750
-1.6880000000,-0.0050312500
-1.6840000000,-0.0048906250
-1.6800000000,-0.0050312500
-1.6760000000,-0.0050625000
-1.6720000000,-0.0049531250
-1.6680000000,-0.0050156250
-1.6640000000,-0.0049218750
-1.6600000000,-0.0051250000
-1.6560000000,-0.0049531250
-1.6520000000,-0.0049062500
-1.6480000000,-0.0047968750
-1.6440000000,-0.0051718750
-1.6400000000,-0.0049687500
-1.6360000000,-0.0051875000
-1.6320000000,-0.0050625000
-1.6280000000,-0.0050625000
-1.6240000000,-0.0050937500
-1.6200000000,-0.0049375000
-1.6160000000,-0.0050000000
-1.6120000000,-0.0050781250
-1.6080000000,-0.0048281250
-1.6040000000,-0.0049062500
-1.6000000000,-0.0051250000
-1.5960000000,-0.0050625000
-1.5920000000,-0.0047968750
-1.5880000000,-0.0048125000
-1.5840000000,-0.0048125000
-1.5800000000,-0.0051250000
-1.5760000000,-0.0048750000
-1.5720000000,-0.0049531250
-1.5680000000,-0.0050937500
-1.5640000000,-0.0052187500
-1.5600000000,-0.0048906250
-1.5560000000,-0.0051093750
-1.5520000000,-0.0051093750
-1.5480000000,-0.0051250000
-1.5440000000,-0.0050937500
-1.5400000000,-0.0050937500
-1.5360000000,-0.0050156250
-1.5320000000,-0.0048593750
-1.5280000000,-0.0051093750
-1.5240000000,-0.0050625000
-1.5200000000,-0.0049375000
-1.5160000000,-0.0050000000
-1.5120000000,-0.0050000000
-1.5080000000,-0.0050312500
-1.5040000000,-0.0051250000
-1.5000000000,-0.0049843750
-1.4960000000,-0.0049375000
-1.4920000000,-0.0049531250
-1.4880000000,-0.0049687500
-1.4840000000,-0.0052187500
-1.4800000000,-0.0048750000
-1.4760000000,-0.0049218750
-1.4720000000,-0.0051875000
-1.4680000000,-0.0051093750
-1.4640000000,-0.0047968750
-1.4600000000,-0.0049218750
-1.4560000000,-0.0050156250
-1.4520000000,-0.0049062500
-1.4480000000,-0.0050937500
-1.4440000000,-0.0049375000
-1.4400000000,-0.0050000000
-1.4360000000,-0.0051718750
-1.4320000000,-0.0048906250
-1.4280000000,-0.0049531250
-1.4240000000,-0.0050468750
-1.4200000000,-0.0050156250
-1.4160000000,-0.0048281250
-1.4120000000,-0.0050156250
-1.4080000000,-0.0049843750
-1.4040000000,-0.0049531250
-1.4000000000,-0.0047343750
-1.3960000000,-0.0050312500
-1.3920000000,-0.0048750000
-1.3880000000,-0.0049218750
-1.3840000000,-0.0050000000
-1.3800000000,-0.0049687500
-1.3760000000,-0.0048906250
-1.3720000000,-0.0050000000
-1.3680000000,-0.0050000000
-1.3640000000,-0.0049531250
-1.3600000000,-0.0050156250
-1.3560000000,-0.0051718750
-1.3520000000,-0.0048750000
-1.3480000000,-0.0049375000
-1.3440000000,-0.0050937500
-1.3400000000,-0.0051562500
-1.3360000000,-0.0049375000
-1.3320000000,-0.0051406250
-1.3280000000,-0.0049687500
-1.3240000000,-0.0050937500
-1.3200000000,-0.0050625000
-1.3160000000,-0.0049218750
-1.3120000000,-0.0051093750
-1.3080000000,-0.0052343750
-1.3040000000,-0.0050625000
-1.3000000000,-0.0049062500
-1.2960000000,-0.0050156250
-1.2920000000,-0.0051875000
-1.2880000000,-0.0049531250
-1.2840000000,-0.0050468750
-1.2800000000,-0.0050468750
-1.2760000000,-0.0050312500
-1.2720000000,-0.0048593750
-1.2680000000,-0.0050937500
-1.2640000000,-0.0048125000
-1.2600000000,-0.0049062500
-1.2560000000,-0.0050000000
-1.2520000000,-0.0050468750
-1.2480000000,-0.0049687500
-1.2440000000,-0.0050468750
-1.2400000000,-0.0049218750
-1.2360000000,-0.0050937500
-1.2320000000,-0.0050468750
-1.2280000000,-0.0052031250
-1.2240000000,-0.0048281250
-1.2200000000,-0.0049687500
-1.2160000000,-0.0048906250
-1.2120000000,-0.0049843750
-1.2080000000,-0.0050312500
-1.2040000000,-0.0047812500
-1.2000000000,-0.0048281250
-1.1960000000,-0.0050468750
-1.1920000000,-0.0050625000
-1.1880000000,-0.0048281250
-1.1840000000,-0.0050312500
-1.1800000000,-0.0051093750
-1.1760000000,-0.0049843750
-1.1720000000,-0.0050781250
-1.1680000000,-0.0052812500
-1.1640000000,-0.0052031250
-1.1600000000,-0.0049375000
-1.1560000000,-0.0050000000
-1.1520000000,-0.0049375000
-1.1480000000,-0.0050937500
-1.1440000000,-0.0048906250
-1.1400000000,-0.0051250000
-1.1360000000,-0.0048906250
-1.1320000000,-0.0051250000
-1.1280000000,-0.0050468750
-1.1240000000,-0.0050000000
-1.1200000000,-0.0050312500
-1.1160000000,-0.0050625000
-1.1120000000,-0.0050156250
-1.1080000000,-0.0050781250
-1.1040000000,-0.0049375000
-1.1000000000,-0.0052187500
-1.0960000000,-0.0048750000
-1.0920000000,-0.0048593750
-1.0880000000,-0.0052187500
-1.0840000000,-0.0051406250
-1.0800000000,-0.0049687500
-1.0760000000,-0.0049843750
-1.0720000000,-0.0048906250
-1.0680000000,-0.0051562500
-1.0640000000,-0.0050625000
-1.0600000000,-0.0048281250
-1.0560000000,-0.0051718750
-1.0520000000,-0.0051406250
-1.0480000000,-0.0050000000
-1.0440000000,-0.0050000000
-1.0400000000,-0.0049687500
-1.0360000000,-0.0051250000
-1.0320000000,-0.0049687500
-1.0280000000,-0.0050000000
-1.0240000000,-0.0050625000
-1.0200000000,-0.0051406250
-1.0160000000,-0.0050312500
-1.0120000000,-0.0051406250
-1.0080000000,-0.0047812500
-1.0040000000,-0.0052187500
-1.0000000000,-0.0049531250
-0.9960000000,-0.0052031250
-0.9920000000,-0.0050937500
-0.9880000000,-0.0051562500
-0.9840000000,-0.0050468750
-0.9800000000,-0.0049218750
-0.9760000000,-0.0049687500
-0.9720000000,-0.0052343750
-0.9680000000,-0.0050312500
-0.9640000000,-0.0050156250
-0.9600000000,-0.0051406250
-0.9560000000,-0.0051406250
-0.9520000000,-0.0050781250
-0.9480000000,-0.0049531250
-0.9440000000,-0.0050625000
-0.9400000000,-0.0049843750
-0.9360000000,-0.0050625000
-0.9320000000,-0.0050468750
-0.9280000000,-0.0051250000
-0.9240000000,-0.0052187500
-0.9200000000,-0.0049531250
-0.9160000000,-0.0050781250
-0.9120000000,-0.0049843750
-0.9080000000,-0.0050781250
-0.9040000000,-0.0046562500
-0.9000000000,-0.0051093750
-0.8960000000,-0.0051406250
-0.8920000000,-0.0050468750
-0.8880000000,-0.0049062500
-0.8840000000,-0.0051250000
-0.8800000000,-0.0047500000
-0.8760000000,-0.0048281250
-0.8720000000,-0.0050000000
-0.8680000000,-0.0050781250
-0.8640000000,-0.0050468750
-0.8600000000,-0.0051562500
-0.8560000000,-0.0052343750
-0.8520000000,-0.0049375000
-0.8480000000,-0.0049843750
-0.8440000000,-0.0052812500
-0.8400000000,-0.0048125000
-0.8360000000,-0.0047968750
-0.8320000000,-0.0051250000
-0.8280000000,-0.0050937500
-0.8240000000,-0.0050468750
-0.8200000000,-0.0049531250
-0.8160000000,-0.0050937500
-0.8120000000,-0.0050937500
-0.8080000000,-0.0051093750
-0.8040000000,-0.0048125000
-0.8000000000,-0.0049843750
-0.7960000000,-0.0052343750
-0.7920000000,-0.0049062500
-0.7880000000,-0.0051250000
-0.7840000000,-0.0050000000
-0.7800000000,-0.0050312500
-0.7760000000,-0.0048906250
-0.7720000000,-0.0050000000
-0.7680000000,-0.0050156250
-0.7640000000,-0.0050781250
-0.7600000000,-0.0048906250
-0.7560000000,-0.0050312500
-0.7520000000,-0.0047031250
-0.7480000000,-0.0051875000
-0.7440000000,-0.0050468750
-0.7400000000,-0.0051562500
-0.7360000000,-0.0050000000
-0.7320000000,-0.0049687500
-0.7280000000,-0.0051562500
-0.7240000000,-0.0048125000
-0.7200000000,-0.0050781250
-0.7160000000,-0.0052187500
-0.7120000000,-0.0048593750
-0.7080000000,-0.0049062500
-0.7040000000,-0.0049687500
-0.7000000000,-0.0052500000
-0.6960000000,-0.0049062500
-0.6920000000,-0.0048125000
-0.6880000000,-0.0050000000
-0.6840000000,-0.0050781250
-0.6800000000,-0.0050625000
-0.6760000000,-0.0047656250
-0.6720000000,-0.0050781250
-0.6680000000,-0.0052343750
-0.6640000000,-0.0049062500
-0.6600000000,-0.0049375000
-0.6560000000,-0.0049062500
-0.6520000000,-0.0049218750
-0.6480000000,-0.0047812500
-0.6440000000,-0.0049062500
-0.6400000000,-0.0049687500
-0.6360000000,-0.0049843750
-0.6320000000,-0.0049062500
-0.6280000000,-0.0050468750
-0.6240000000,-0.0048906250
-0.6200000000,-0.0050156250
-0.6160000000,-0.0048906250
-0.6120000000,-0.0048750000
-0.6080000000,-0.0051250000
-0.6040000000,-0.0050625000
-0.6000000000,-0.0050312500
-0.5960000000,-0.0048906250
-0.5920000000,-0.0050000000
-0.5880000000,-0.0053593750
-0.5840000000,-0.0048281250
-0.5800000000,-0.0049531250
-0.5760000000,-0.0051093750
-0.5720000000,-0.0052343750
-0.5680000000,-0.0050625000
-0.5640000000,-0.0049843750
-0.5600000000,-0.0048281250
-0.5560000000,-0.0051562500
-0.5520000000,-0.0049062500
-0.5480000000,-0.0047187500
-0.5440000000,-0.0051562500
-0.5400000000,-0.0050937500
-0.5360000000,-0.0049687500
-0.5320000000,-0.0049531250
-0.5280000000,-0.0050156250
-0.5240000000,-0.0049062500
-0.5200000000,-0.0049843750
-0.5160000000,-0.0052656250
-0.5120000000,-0.0050156250
-0.5080000000,-0.0049062500
-0.5040000000,-0.0047812500
-0.5000000000,-0.0051875000
-0.4960000000,-0.0047812500
-0.4920000000,-0.0051093750
-0.4880000000,-0.0048906250
-0.4840000000,-0.0050156250
-0.4800000000,-0.0050156250
-0.4760000000,-0.0050937500
-0.4720000000,-0.0051406250
-0.4680000000,-0.0048437500
-0.4640000000,-0.0049375000
-0.4600000000,-0.0052656250
-0.4560000000,-0.0049531250
-0.4520000000,-0.0051093750
-0.4480000000,-0.0051875000
-0.4440000000,-0.0052343750
-0.4400000000,-0.0051250000
-0.4360000000,-0.0049531250
-0.4320000000,-0.0050312500
-0.4280000000,-0.0051093750
-0.4240000000,-0.0048593750
-0.4200000000,-0.0051406250
-0.4160000000,-0.0049531250
-0.4120000000,-0.0049843750
-0.4080000000,-0.0049687500
-0.4040000000,-0.0049531250
-0.4000000000,-0.0048593750
-0.3960000000,-0.0050468750
-0.3920000000,-0.0050000000
-0.3880000000,-0.0051562500
-0.3840000000,-0.0049375000
-0.3800000000,-0.0050781250
-0.3760000000,-0.0046718750
-0.3720000000,-0.0049062500
-0.3680000000,-0.0046562500
-0.3640000000,-0.0050781250
-0.3600000000,-0.0049062500
-0.3560000000,-0.0051406250
-0.3520000000,-0.0049843750
-0.3480000000,-0.0052031250
-0.3440000000,-0.0049062500
-0.3400000000,-0.0049531250
-0.3360000000,-0.0050468750
-0.3320000000,-0.0052656250
-0.3280000000,-0.0048906250
-0.3240000000,-0.0047812500
-0.3200000000,-0.0051406250
-0.3160000000,-0.0051562500
-0.3120000000,-0.0048593750
-0.3080000000,-0.0049687500
-0.3040000000,-0.0048906250
-0.3000000000,-0.0051875000
-0.2960000000,-0.0048906250
-0.2920000000,-0.0048437500
-0.2880000000,-0.0050000000
-0.2840000000,-0.0049843750
-0.2800000000,-0.0050156250
-0.2760000000,-0.0050312500
-0.2720000000,-0.0052187500
-0.2680000000,-0.0051718750
-0.2640000000,-0.0046406250
-0.2600000000,-0.0049687500
-0.2560000000,-0.0049843750
-0.2520000000,-0.0050468750
-0.2480000000,-0.0051093750
-0.2440000000,-0.0050312500
-0.2400000000,-0.0047812500
-0.2360000000,-0.0052031250
-0.2320000000,-0.0049218750
-0.2280000000,-0.0049687500
-0.2240000000,-0.0050156250
-0.2200000000,-0.0051406250
-0.2160000000,-0.0050312500
-0.2120000000,-0.0048437500
-0.2080000000,-0.0050156250
-0.2040000000,-0.0052031250
-0.2000000000,-0.0048906250
-0.1960000000,-0.0049062500
-0.1920000000,-0.0050625000
-0.1880000000,-0.0050625000
-0.1840000000,-0.0050000000
-0.1800000000,-0.0050468750
-0.1760000000,-0.0050000000
-0.1720000000,-0.0051250000
-0.1680000000,-0.0051250000
-0.1640000000,-0.0050000000
-0.1600000000,-0.0048125000
-0.1560000000,-0.0050625000
-0.1520000000,-0.0049531250
-0.1480000000,-0.0050781250
-0.1440000000,-0.0049843750
-0.1400000000,-0.0051250000
-0.1360000000,-0.0048593750
-0.1320000000,-0.0049218750
-0.1280000000,-0.0048593750
-0.1240000000,-0.0050156250
-0.1200000000,-0.0050000000
-0.1160000000,-0.0051562500
-0.1120000000,-0.0047343750
-0.1080000000,-0.0050468750
-0.1040000000,-0.0051093750
-0.1000000000,-0.0052031250
-0.0960000000,-0.0050625000
-0.0920000000,-0.0049218750
-0.0880000000,-0.0050625000
-0.0840000000,-0.0048281250
-0.0800000000,-0.0050000000
-0.0760000000,-0.0050781250
-0.0720000000,-0.0049375000
-0.0680000000,-0.0049062500
-0.0640000000,-0.0051250000
-0.0600000000,-0.0052187500
-0.0560000000,-0.0048125000
-0.0520000000,-0.0048281250
-0.0480000000,-0.0049531250
-0.0440000000,-0.0051093750
-0.0400000000,-0.0050625000
-0.0360000000,-0.0049531250
-0.0320000000,-0.0050156250
-0.0280000000,-0.0050937500
-0.0240000000,-0.0050781250
-0.0200000000,-0.0050312500
-0.0160000000,-0.0050156250
-0.0120000000,-0.0049687500
-0.0080000000,-0.0049218750
-0.0040000000,-0.0041406250
0.0000000000,0.2200000000
0.0040000000,0.0733281250
0.0080000000,-0.0044531250
0.0120000000,-0.0049062500
0.0160000000,-0.0047812500
0.0200000000,-0.0056093750
0.0240000000,-0.0041875000
0.0280000000,-0.0050625000
0.0320000000,-0.0050781250
0.0360000000,-0.0050156250
0.0400000000,-0.0050937500
0.0440000000,-0.0050312500
0.0480000000,-0.0049218750
0.0520000000,-0.0051718750
0.0560000000,-0.0049843750
0.0600000000,-0.0049218750
0.0640000000,-0.0050625000
0.0680000000,-0.0051250000
0.0720000000,-0.0049843750
0.0760000000,-0.0049843750
0.0800000000,-0.0050625000
0.0840000000,-0.0049687500
0.0880000000,-0.0050625000
0.0920000000,-0.0049062500
0.0960000000,-0.0049843750
0.1000000000,-0.0051250000
0.1040000000,-0.0049218750
0.1080000000,-0.0049531250
0.1120000000,-0.0052343750
0.1160000000,-0.0050781250
0.1200000000,-0.0048906250
0.1240000000,-0.0051718750
0.1280000000,-0.0049531250
0.1320000000,-0.0050468750
0.1360000000,-0.0050781250
0.1400000000,-0.0049687500
0.1440000000,-0.0049062500
0.1480000000,-0.0050156250
0.1520000000,-0.0051250000
0.1560000000,-0.0051875000
0.1600000000,-0.0051250000
0.1640000000,-0.0050781250
0.1680000000,-0.0052656250
0.1720000000,-0.0049062500
0.1760000000,-0.0050312500
0.1800000000,-0.0052656250
0.1840000000,-0.0050468750
0.1880000000,-0.0048906250
0.1920000000,-0.0050781250
0.1960000000,-0.0051718750
0.2000000000,-0.0050625000
0.2040000000,-0.0049843750
0.2080000000,-0.0050625000
0.2120000000,-0.0050312500
0.2160000000,-0.0051406250
0.2200000000,-0.0050156250
0.2240000000,-0.0049531250
0.2280000000,-0.0052500000
0.2320000000,-0.0050156250
0.2360000000,-0.0050000000
0.2400000000,-0.0049375000
0.2440000000,-0.0050781250
0.2480000000,-0.0051250000
0.2520000000,-0.0048125000
0.2560000000,-0.0050625000
0.2600000000,-0.0050625000
0.2640000000,-0.0048125000
0.2680000000,-0.0051250000
0.2720000000,-0.0049375000
0.2760000000,-0.0049531250
0.2800000000,-0.0050156250
0.2840000000,-0.0049375000
0.2880000000,-0.0050468750
0.2920000000,-0.0050625000
0.2960000000,-0.0051093750
0.3000000000,-0.0047343750
0.3040000000,-0.0050312500
0.3080000000,-0.0053125000
0.3120000000,-0.0049062500
0.3160000000,-0.0050937500
0.3200000000,-0.0050468750
0.3240000000,-0.0049843750
0.3280000000,-0.0049062500
0.3320000000,-0.0050000000
0.3360000000,-0.0049218750
0.3400000000,-0.0050781250
0.3440000000,-0.0050156250
0.3480000000,-0.0049687500
0.3520000000,-0.0051250000
0.3560000000,-0.0050937500
0.3600000000,-0.0050625000
0.3640000000,-0.0050937500
0.3680000000,-0.0051562500
0.3720000000,-0.0049531250
0.3760000000,-0.0049218750
0.3800000000,-0.0049843750
0.3840000000,-0.0050312500
0.3880000000,-0.0050312500
0.3920000000,-0.0048437500
0.3960000000,-0.0049062500
0.4000000000,-0.0047031250
0.4040000000,-0.0052343750
0.4080000000,-0.0049531250
0.4120000000,-0.0049531250
0.4160000000,-0.0049531250
0.4200000000,-0.0051875000
0.4240000000,-0.0050312500
0.4280000000,-0.0048593750
0.4320000000,-0.0051875000
0.4360000000,-0.0051718750
0.4400000000,-0.0047968750
0.4440000000,-0.0049843750
0.4480000000,-0.0050937500
0.4520000000,-0.0050781250
0.4560000000,-0.0047968750
0.4600000000,-0.0049062500
0.4640000000,-0.0051093750
0.4680000000,-0.0049843750
0.4720000000,-0.0049843750
0.4760000000,-0.0050312500
0.4800000000,-0.0049375000
0.4840000000,-0.0050156250
0.4880000000,-0.0050625000
0.4920000000,-0.0049687500
0.4960000000,-0.0049531250
0.5000000000,-0.0051093750
0.5040000000,-0.0049531250
0.5080000000,-0.0049843750
0.5120000000,-0.0050468750
0.5160000000,-0.0050156250
0.5200000000,-0.0047343750
0.5240000000,-0.0050468750
0.5280000000,-0.0049375000
0.5320000000,-0.0050468750
0.5360000000,-0.0050468750
0.5400000000,-0.0050468750
0.5440000000,-0.0051718750
0.5480000000,-0.0048750000
0.5520000000,-0.0051250000
0.5560000000,-0.0048906250
0.5600000000,-0.0050625000
0.5640000000,-0.0050937500
0.5680000000,-0.0048750000
0.5720000000,-0.0049531250
0.5760000000,-0.0052812500
0.5800000000,-0.0050156250
0.5840000000,-0.0049687500
0.5880000000,-0.0049531250
0.5920000000,-0.0049843750
0.5960000000,-0.0050625000
0.6000000000,-0.0047187500
0.6040000000,-0.0049375000
0.6080000000,-0.0050468750
0.6120000000,-0.0050625000
0.6160000000,-0.0049062500
0.6200000000,-0.0050000000
0.6240000000,-0.0049531250
0.6280000000,-0.0051406250
0.6320000000,-0.0050000000
0.6360000000,-0.0050468750
0.6400000000,-0.0050000000
0.6440000000,-0.0050468750
0.6480000000,-0.0048125000
0.6520000000,-0.0050781250
0.6560000000,-0.0048281250
0.6600000000,-0.0050000000
0.6640000000,-0.0048125000
0.6680000000,-0.0051875000
0.6720000000,-0.0048750000
0.6760000000,-0.0049687500
0.6800000000,-0.0052812500
0.6840000000,-0.0050156250
0.6880000000,-0.0049687500
0.6920000000,-0.0051406250
0.6960000000,-0.0049218750
0.7000000000,-0.0052031250
0.7040000000,-0.0050937500
0.7080000000,-0.0050000000
0.7120000000,-0.0048906250
0.7160000000,-0.0049843750
0.7200000000,-0.0048125000
0.7240000000,-0.0051093750
0.7280000000,-0.0048906250
0.7320000000,-0.0049375000
0.7360000000,-0.0048593750
0.7400000000,-0.0050312500
0.7440000000,-0.0050312500
0.7480000000,-0.0049531250
0.7520000000,-0.0049062500
0.7560000000,-0.0049843750
0.7600000000,-0.0049062500
0.7640000000,-0.0050937500
0.7680000000,-0.0050000000
0.7720000000,-0.0050000000
0.7760000000,-0.0047500000
0.7800000000,-0.0051250000
0.7840000000,-0.0047187500
0.7880000000,-0.0051250000
0.7920000000,-0.0048593750
0.7960000000,-0.0049218750
0.8000000000,-0.0051250000
0.8040000000,-0.0050000000
0.8080000000,-0.0050625000
0.8120000000,-0.0050937500
0.8160000000,-0.0049687500
0.8200000000,-0.0051875000
0.8240000000,-0.0049531250
0.8280000000,-0.0049062500
0.8320000000,-0.0050312500
0.8360000000,-0.0052031250
0.8400000000,-0.0048437500
0.8440000000,-0.0049687500
0.8480000000,-0.0049687500
0.8520000000,-0.0049687500
0.8560000000,-0.0050468750
0.8600000000,-0.0050937500
0.8640000000,-0.0050468750
0.8680000000,-0.0050312500
0.8720000000,-0.0049531250
0.8760000000,-0.0051406250
0.8800000000,-0.0049843750
0.8840000000,-0.0050937500
0.8880000000,-0.0050625000
0.8920000000,-0.0051718750
0.8960000000,-0.0049062500
0.9000000000,-0.0050781250
0.9040000000,-0.0047968750
0.9080000000,-0.0051250000
0.9120000000,-0.0047812500
0.9160000000,-0.0051406250
0.9200000000,-0.0051875000
0.9240000000,-0.0050625000
0.9280000000,-0.0050312500
0.9320000000,-0.0050781250
0.9360000000,-0.0051406250
0.9400000000,-0.0048750000
0.9440000000,-0.0050000000
0.9480000000,-0.0050000000
0.9520000000,-0.0047968750
0.9560000000,-0.0050000000
0.9600000000,-0.0049218750
0.9640000000,-0.0051406250
0.9680000000,-0.0050000000
0.9720000000,-0.0049687500
0.9760000000,-0.0049843750
0.9800000000,-0.0049687500
0.9840000000,-0.0050312500
0.9880000000,-0.0051093750
0.9920000000,-0.0048750000
0.9960000000,-0.0050937500
1.0000000000,-0.0049218750
1.0040000000,-0.0050000000
1.0080000000,-0.0049218750
1.0120000000,-0.0050937500
1.0160000000,-0.0049062500
1.0200000000,-0.0049687500
1.0240000000,-0.0050312500
1.0280000000,-0.0051093750
1.0320000000,-0.0047656250
1.0360000000,-0.0051250000
1.0400000000,-0.0048750000
1.0440000000,-0.0051093750
1.0480000000,-0.0048750000
1.0520000000,-0.0050156250
1.0560000000,-0.0050468750
1.0600000000,-0.0051250000
1.0640000000,-0.0052656250
1.0680000000,-0.0048750000
1.0720000000,-0.0052031250
1.0760000000,-0.0052656250
1.0800000000,-0.0049375000
1.0840000000,-0.0049218750
1.0880000000,-0.0051406250
1.0920000000,-0.0049062500
1.0960000000,-0.0051093750
1.1000000000,-0.0048750000
1.1040000000,-0.0048281250
1.1080000000,-0.0051250000
1.1120000000,-0.0051562500
1.1160000000,-0.0048906250
1.1200000000,-0.0048906250
1.1240000000,-0.0050625000
1.1280000000,-0.0049843750
1.1320000000,-0.0049218750
1.1360000000,-0.0048750000
1.1400000000,-0.0051406250
1.1440000000,-0.0050312500
1.1480000000,-0.0051250000
1.1520000000,-0.0049843750
1.1560000000,-0.0049062500
1.1600000000,-0.0049843750
1.1640000000,-0.0051250000
1.1680000000,-0.0048281250
1.1720000000,-0.0051562500
1.1760000000,-0.0050625000
1.1800000000,-0.0050156250
1.1840000000,-0.0050312500
