Time(s),Voltage(V)
-10.1440000000,-0.0051562500
-10.1400000000,-0.0051093750
-10.1360000000,-0.0049843750
-10.1320000000,-0.0050625000
-10.1280000000,-0.0048593750
-10.1240000000,-0.0051562500
-10.1200000000,-0.0048906250
-10.1160000000,-0.0049375000
-10.1120000000,-0.0050625000
-10.1080000000,-0.0050156250
-10.1040000000,-0.0050625000
-10.1000000000,-0.0050156250
-10.0960000000,-0.0049062500
-10.0920000000,-0.0051562500
-10.0880000000,-0.0051250000
-10.0840000000,-0.0048437500
-10.0800000000,-0.0051562500
-10.0760000000,-0.0050468750
-10.0720000000,-0.0049843750
-10.0680000000,-0.0050000000
-10.0640000000,-0.0050781250
-10.0600000000,-0.0049062500
-10.0560000000,-0.0049218750
-10.0520000000,-0.0049375000
-10.0480000000,-0.0052031250
-10.0440000000,-0.0049062500
-10.0400000000,-0.0051406250
-10.0360000000,-0.0050625000
-10.0320000000,-0.0046406250
-10.0280000000,-0.0050937500
-10.0240000000,-0.0051718750
-10.0200000000,-0.0051093750
-10.0160000000,-0.0052343750
-10.0120000000,-0.0050781250
-10.0080000000,-0.0050468750
-10.0040000000,-0.0051093750
-10.0000000000,-0.0051406250
-9.9960000000,-0.0050625000
-9.9920000000,-0.0051875000
-9.9880000000,-0.0050000000
-9.9840000000,-0.0051250000
-9.9800000000,-0.0049531250
-9.9760000000,-0.0050625000
-9.9720000000,-0.0050625000
-9.9680000000,-0.0048750000
-9.9640000000,-0.0051093750
-9.9600000000,-0.0049687500
-9.9560000000,-0.0049843750
-9.9520000000,-0.0050312500
-9.9480000000,-0.0050000000
-9.9440000000,-0.0048906250
-9.9400000000,-0.0048125000
-9.9360000000,-0.0052031250
-9.9320000000,-0.0049843750
-9.9280000000,-0.0047500000
-9.9240000000,-0.0049218750
-9.9200000000,-0.0052656250
-9.9160000000,-0.0048906250
-9.9120000000,-0.0050468750
-9.9080000000,-0.0049218750
-9.9040000000,-0.0048593750
-9.9000000000,-0.0049375000
-9.8960000000,-0.0049843750
-9.8920000000,-0.0051093750
-9.8880000000,-0.0051875000
-9.8840000000,-0.0049062500
-9.8800000000,-0.0050625000
-9.8760000000,-0.0051406250
-9.8720000000,-0.0050781250
-9.8680000000,-0.0050937500
-9.8640000000,-0.0052187500
-9.8600000000,-0.0049062500
-9.8560000000,-0.0050781250
-9.8520000000,-0.0049531250
-9.8480000000,-0.0049531250
-9.8440000000,-0.0051406250
-9.8400000000,-0.0048906250
-9.8360000000,-0.0051250000
-9.8320000000,-0.0050781250
-9.8280000000,-0.0050156250
-9.8240000000,-0.0050468750
-9.8200000000,-0.0049218750
-9.8160000000,-0.0048437500
-9.8120000000,-0.0047812500
-9.8080000000,-0.0051562500
-9.8040000000,-0.0050156250
-9.8000000000,-0.0049687500
-9.7960000000,-0.0051250000
-9.7920000000,-0.0050781250
-9.7880000000,-0.0049062500
-9.7840000000,-0.0050937500
-9.7800000000,-0.0050781250
-9.7760000000,-0.0047343750
-9.7720000000,-0.0050468750
-9.7680000000,-0.0052656250
-9.7640000000,-0.0052031250
-9.7600000000,-0.0050625000
-9.7560000000,-0.0051875000
-9.7520000000,-0.0051093750
-9.7480000000,-0.0050312500
-9.7440000000,-0.0050156250
-9.7400000000,-0.0050312500
-9.7360000000,-0.0049218750
-9.7320000000,-0.0049687500
-9.7280000000,-0.0050000000
-9.7240000000,-0.0050000000
-9.7200000000,-0.0049218750
-9.7160000000,-0.0050937500
-9.7120000000,-0.0048125000
-9.7080000000,-0.0050937500
-9.7040000000,-0.0049531250
-9.7000000000,-0.0048906250
-9.6960000000,-0.0051718750
-9.6920000000,-0.0048750000
-9.6880000000,-0.0048593750
-9.6840000000,-0.0048906250
-9.6800000000,-0.0051562500
-9.6760000000,-0.0049843750
-9.6720000000,-0.0049375000
-9.6680000000,-0.0050937500
-9.6640000000,-0.0051093750
-9.6600000000,-0.0049218750
-9.6560000000,-0.0051875000
-9.6520000000,-0.0051093750
-9.6480000000,-0.0046875000
-9.6440000000,-0.0048906250
-9.6400000000,-0.0049218750
-9.6360000000,-0.0051718750
-9.6320000000,-0.0049843750
-9.6280000000,-0.0051093750
-9.6240000000,-0.0049062500
-9.6200000000,-0.0050000000
-9.6160000000,-0.0049687500
-9.6120000000,-0.0050937500
-9.6080000000,-0.0049531250
-9.6040000000,-0.0050468750
-9.6000000000,-0.0049843750
-9.5960000000,-0.0050937500
-9.5920000000,-0.0049218750
-9.5880000000,-0.0051562500
-9.5840000000,-0.0049062500
-9.5800000000,-0.0052500000
-9.5760000000,-0.0050625000
-9.5720000000,-0.0050312500
-9.5680000000,-0.0051406250
-9.5640000000,-0.0051093750
-9.5600000000,-0.0047343750
-9.5560000000,-0.0049531250
-9.5520000000,-0.0051562500
-9.5480000000,-0.0050000000
-9.5440000000,-0.0050468750
-9.5400000000,-0.0051250000
-9.5360000000,-0.0050000000
-9.5320000000,-0.0048750000
-9.5280000000,-0.0050937500
-9.5240000000,-0.0050937500
-9.5200000000,-0.0045000000
-9.5160000000,-0.0050000000
-9.5120000000,-0.0051406250
-9.5080000000,-0.0050312500
-9.5040000000,-0.0049531250
-9.5000000000,-0.0052812500
-9.4960000000,-0.0049375000
-9.4920000000,-0.0050937500
-9.4880000000,-0.0048593750
-9.4840000000,-0.0049375000
-9.4800000000,-0.0050781250
-9.4760000000,-0.0049218750
-9.4720000000,-0.0050156250
-9.4680000000,-0.0048125000
-9.4640000000,-0.0049687500
-9.4600000000,-0.0050937500
-9.4560000000,-0.0048281250
-9.4520000000,-0.0050312500
-9.4480000000,-0.0050468750
-9.4440000000,-0.0048281250
-9.4400000000,-0.0051250000
-9.4360000000,-0.0051406250
-9.4320000000,-0.0047031250
-9.4280000000,-0.0050000000
-9.4240000000,-0.0050156250
-9.4200000000,-0.0049062500
-9.4160000000,-0.0050156250
-9.4120000000,-0.0049843750
-9.4080000000,-0.0050468750
-9.4040000000,-0.0050781250
-9.4000000000,-0.0050156250
-9.3960000000,-0.0051718750
-9.3920000000,-0.0045625000
-9.3880000000,-0.0050468750
-9.3840000000,-0.0048281250
-9.3800000000,-0.0050156250
-9.3760000000,-0.0049531250
-9.3720000000,-0.0050312500
-9.3680000000,-0.0050625000
-9.3640000000,-0.0050468750
-9.3600000000,-0.0049218750
-9.3560000000,-0.0051875000
-9.3520000000,-0.0050937500
-9.3480000000,-0.0049218750
-9.3440000000,-0.0050468750
-9.3400000000,-0.0047500000
-9.3360000000,-0.0049218750
-9.3320000000,-0.0051406250
-9.3280000000,-0.0049218750
-9.3240000000,-0.0050781250
-9.3200000000,-0.0049218750
-9.3160000000,-0.0049531250
-9.3120000000,-0.0050937500
-9.3080000000,-0.0049218750
-9.3040000000,-0.0048437500
-9.3000000000,-0.0048593750
-9.2960000000,-0.0052187500
-9.2920000000,-0.0049687500
-9.2880000000,-0.0050312500
-9.2840000000,-0.0050156250
-9.2800000000,-0.0050625000
-9.2760000000,-0.0049687500
-9.2720000000,-0.0052187500
-9.2680000000,-0.0050781250
-9.2640000000,-0.0049375000
-9.2600000000,-0.0049843750
-9.2560000000,-0.0051406250
-9.2520000000,-0.0050468750
-9.2480000000,-0.0050156250
-9.2440000000,-0.0050312500
-9.2400000000,-0.0050625000
-9.2360000000,-0.0049843750
-9.2320000000,-0.0048437500
-9.2280000000,-0.0051406250
-9.2240000000,-0.0051562500
-9.2200000000,-0.0049062500
-9.2160000000,-0.0050781250
-9.2120000000,-0.0050781250
-9.2080000000,-0.0050156250
-9.2040000000,-0.0051562500
-9.2000000000,-0.0047031250
-9.1960000000,-0.0049531250
-9.1920000000,-0.0049687500
-9.1880000000,-0.0051093750
-9.1840000000,-0.0051093750
-9.1800000000,-0.0051093750
-9.1760000000,-0.0048281250
-9.1720000000,-0.0050468750
-9.1680000000,-0.0052031250
-9.1640000000,-0.0049062500
-9.1600000000,-0.0048593750
-9.1560000000,-0.0050781250
-9.1520000000,-0.0050625000
-9.1480000000,-0.0050000000
-9.1440000000,-0.0050625000
-9.1400000000,-0.0050312500
-9.1360000000,-0.0047656250
-9.1320000000,-0.0051406250
-9.1280000000,-0.0050625000
-9.1240000000,-0.0050937500
-9.1200000000,-0.0050625000
-9.1160000000,-0.0051093750
-9.1120000000,-0.0049375000
-9.1080000000,-0.0050312500
-9.1040000000,-0.0049687500
-9.1000000000,-0.0051718750
-9.0960000000,-0.0050468750
-9.0920000000,-0.0051250000
-9.0880000000,-0.0050781250
-9.0840000000,-0.0048437500
-9.0800000000,-0.0050312500
-9.0760000000,-0.0052343750
-9.0720000000,-0.0047812500
