Time(s),Voltage(V)
-193.5200000000,-0.0055781250
-193.4800000000,-0.0035937500
-193.4400000000,-0.0040312500
-193.4000000000,-0.0068281250
-193.3600000000,-0.0077812500
-193.3200000000,-0.0063750000
-193.2800000000,-0.0040156250
-193.2400000000,-0.0033906250
-193.2000000000,-0.0050312500
-193.1600000000,-0.0063281250
-193.1200000000,-0.0055468750
-193.0800000000,-0.0045000000
-193.0400000000,-0.0041875000
-193.0000000000,-0.0054062500
-192.9600000000,-0.0077187500
-192.9200000000,-0.0073906250
-192.8800000000,-0.0052031250
-192.8400000000,-0.0037812500
-192.8000000000,-0.0046562500
-192.7600000000,-0.0067031250
-192.7200000000,-0.0084843750
-192.6800000000,-0.0054843750
-192.6400000000,-0.0026562500
-192.6000000000,-0.0016875000
-192.5600000000,-0.0043125000
-192.5200000000,-0.0075468750
-192.4800000000,-0.0071406250
-192.4400000000,-0.0058125000
-192.4000000000,-0.0047343750
-192.3600000000,-0.0057343750
-192.3200000000,-0.0073906250
-192.2800000000,-0.0068906250
-192.2400000000,-0.0048125000
-192.2000000000,-0.0033906250
-192.1600000000,-0.0042812500
-192.1200000000,-0.0052500000
-192.0800000000,-0.0063437500
-192.0400000000,-0.0060468750
-192.0000000000,-0.0056875000
-191.9600000000,-0.0058437500
-191.9200000000,-0.0058125000
-191.8800000000,-0.0064531250
-191.8400000000,-0.0056875000
-191.8000000000,-0.0048437500
-191.7600000000,-0.0045468750
-191.7200000000,-0.0039687500
-191.6800000000,-0.0048281250
-191.6400000000,-0.0055625000
-191.6000000000,-0.0063593750
-191.5600000000,-0.0061250000
-191.5200000000,-0.0055781250
-191.4800000000,-0.0051562500
-191.4400000000,-0.0050937500
-191.4000000000,-0.0046562500
-191.3600000000,-0.0051875000
-191.3200000000,-0.0052656250
-191.2800000000,-0.0054687500
-191.2400000000,-0.0057812500
-191.2000000000,-0.0051718750
-191.1600000000,-0.0050000000
-191.1200000000,-0.0051093750
-191.0800000000,-0.0063437500
-191.0400000000,-0.0070781250
-191.0000000000,-0.0059375000
-190.9600000000,-0.0042968750
-190.9200000000,-0.0041562500
-190.8800000000,-0.0058906250
-190.8400000000,-0.0078281250
-190.8000000000,-0.0068125000
-190.7600000000,-0.0047656250
-190.7200000000,-0.0034218750
-190.6800000000,-0.0053750000
-190.6400000000,-0.0073906250
-190.6000000000,-0.0070781250
-190.5600000000,-0.0043593750
-190.5200000000,-0.0027656250
-190.4800000000,-0.0040468750
-190.4400000000,-0.0063125000
-190.4000000000,-0.0073281250
-190.3600000000,-0.0055625000
-190.3200000000,-0.0037656250
-190.2800000000,-0.0027812500
-190.2400000000,-0.0043125000
-190.2000000000,-0.0061250000
-190.1600000000,-0.0064218750
-190.1200000000,-0.0054531250
-190.0800000000,-0.0029218750
-190.0400000000,-0.0028593750
-190.0000000000,-0.0053750000
-189.9600000000,-0.0068593750
-189.9200000000,-0.0061250000
-189.8800000000,-0.0039375000
-189.8400000000,-0.0019687500
-189.8000000000,-0.0040625000
-189.7600000000,-0.0076562500
-189.7200000000,-0.0072031250
-189.6800000000,-0.0066875000
-189.6400000000,-0.0032812500
-189.6000000000,-0.0033750000
-189.5600000000,-0.0052656250
-189.5200000000,-0.0058906250
-189.4800000000,-0.0060625000
-189.4400000000,-0.0043125000
-189.4000000000,-0.0037343750
-189.3600000000,-0.0048437500
-189.3200000000,-0.0065937500
-189.2800000000,-0.0066250000
-189.2400000000,-0.0055937500
-189.2000000000,-0.0032968750
-189.1600000000,-0.0036093750
-189.1200000000,-0.0058281250
-189.0800000000,-0.0066406250
-189.0400000000,-0.0063750000
-189.0000000000,-0.0040625000
-188.9600000000,-0.0029843750
-188.9200000000,-0.0046250000
-188.8800000000,-0.0073750000
-188.8400000000,-0.0083750000
-188.8000000000,-0.0064687500
-188.7600000000,-0.0039843750
-188.7200000000,-0.0022500000
-188.6800000000,-0.0031562500
-188.6400000000,-0.0057500000
-188.6000000000,-0.0069375000
-188.5600000000,-0.0072343750
-188.5200000000,-0.0052656250
-188.4800000000,-0.0041718750
-188.4400000000,-0.0045156250
-188.4000000000,-0.0049687500
-188.3600000000,-0.0057500000
-188.3200000000,-0.0054531250
-188.2800000000,-0.0059843750
-188.2400000000,-0.0052500000
-188.2000000000,-0.0060000000
-188.1600000000,-0.0052968750
-188.1200000000,-0.0055000000
-188.0800000000,-0.0053906250
-188.0400000000,-0.0050625000
-188.0000000000,-0.0038906250
-187.9600000000,-0.0045625000
-187.9200000000,-0.0065468750
-187.8800000000,-0.0079062500
-187.8400000000,-0.0073125000
-187.8000000000,-0.0048593750
-187.7600000000,-0.0039531250
-187.7200000000,-0.0051093750
-187.6800000000,-0.0048593750
-187.6400000000,-0.0053125000
-187.6000000000,-0.0035937500
-187.5600000000,-0.0036718750
-187.5200000000,-0.0053750000
-187.4800000000,-0.0069843750
-187.4400000000,-0.0060000000
-187.4000000000,-0.0060156250
-187.3600000000,-0.0051093750
-187.3200000000,-0.0043750000
-187.2800000000,-0.0048593750
-187.2400000000,-0.0035156250
-187.2000000000,-0.0041250000
-187.1600000000,-0.0051718750
-187.1200000000,-0.0057187500
-187.0800000000,-0.0064843750
-187.0400000000,-0.0061093750
-187.0000000000,-0.0053437500
-186.9600000000,-0.0062812500
-186.9200000000,-0.0064687500
-186.8800000000,-0.0052968750
-186.8400000000,-0.0043281250
-186.8000000000,-0.0034375000
-186.7600000000,-0.0043125000
-186.7200000000,-0.0059062500
-186.6800000000,-0.0070156250
-186.6400000000,-0.0069062500
-186.6000000000,-0.0061875000
-186.5600000000,-0.0054531250
-186.5200000000,-0.0048125000
-186.4800000000,-0.0052031250
-186.4400000000,-0.0046875000
-186.4000000000,-0.0050468750
-186.3600000000,-0.0054687500
-186.3200000000,-0.0049687500
-186.2800000000,-0.0052500000
-186.2400000000,-0.0060312500
-186.2000000000,-0.0066875000
-186.1600000000,-0.0061406250
-186.1200000000,-0.0051093750
-186.0800000000,-0.0040468750
-186.0400000000,-0.0042968750
-186.0000000000,-0.0054687500
-185.9600000000,-0.0060468750
-185.9200000000,-0.0058281250
-185.8800000000,-0.0047187500
-185.8400000000,-0.0042343750
-185.8000000000,-0.0055312500
-185.7600000000,-0.0078750000
-185.7200000000,-0.0081562500
-185.6800000000,-0.0050156250
-185.6400000000,-0.0023437500
-185.6000000000,-0.0026875000
-185.5600000000,-0.0069218750
-185.5200000000,-0.0091562500
-185.4800000000,-0.0075625000
-185.4400000000,-0.0037343750
-185.4000000000,-0.0030156250
-185.3600000000,-0.0056718750
-185.3200000000,-0.0086875000
-185.2800000000,-0.0077343750
-185.2400000000,-0.0038750000
-185.2000000000,-0.0020312500
-185.1600000000,-0.0035000000
-185.1200000000,-0.0067812500
-185.0800000000,-0.0079531250
-185.0400000000,-0.0060781250
-185.0000000000,-0.0038437500
-184.9600000000,-0.0030312500
-184.9200000000,-0.0051406250
-184.8800000000,-0.0075312500
-184.8400000000,-0.0077343750
-184.8000000000,-0.0053437500
-184.7600000000,-0.0033593750
-184.7200000000,-0.0036562500
-184.6800000000,-0.0054218750
-184.6400000000,-0.0059687500
-184.6000000000,-0.0054531250
-184.5600000000,-0.0043750000
-184.5200000000,-0.0052343750
-184.4800000000,-0.0062187500
-184.4400000000,-0.0067187500
-184.4000000000,-0.0056562500
-184.3600000000,-0.0053125000
-184.3200000000,-0.0051250000
-184.2800000000,-0.0059687500
-184.2400000000,-0.0055937500
-184.2000000000,-0.0038593750
-184.1600000000,-0.0037968750
-184.1200000000,-0.0054375000
-184.0800000000,-0.0067656250
-184.0400000000,-0.0066093750
-184.0000000000,-0.0047968750
-183.9600000000,-0.0039531250
-183.9200000000,-0.0050156250
-183.8800000000,-0.0059687500
-183.8400000000,-0.0057500000
-183.8000000000,-0.0046875000
-183.7600000000,-0.0048906250
-183.7200000000,-0.0054375000
-183.6800000000,-0.0063125000
-183.6400000000,-0.0049218750
-183.6000000000,-0.0041250000
-183.5600000000,-0.0047656250
-183.5200000000,-0.0063906250
-183.4800000000,-0.0073750000
-183.4400000000,-0.0066406250
-183.4000000000,-0.0047656250
-183.3600000000,-0.0033437500
-183.3200000000,-0.0041562500
-183.2800000000,-0.0058281250
-183.2400000000,-0.0065000000
-183.2000000000,-0.0054218750
-183.1600000000,-0.0043125000
-183.1200000000,-0.0051562500
-183.0800000000,-0.0066250000
-183.0400000000,-0.0069531250
-183.0000000000,-0.0062343750
-182.9600000000,-0.0043750000
-182.9200000000,-0.0035625000
-182.8800000000,-0.0047812500
-182.8400000000,-0.0072031250
-182.8000000000,-0.0077187500
-182.7600000000,-0.0058281250
-182.7200000000,-0.0043593750
-182.6800000000,-0.0044687500
-182.6400000000,-0.0054375000
-182.6000000000,-0.0063437500
-182.5600000000,-0.0056718750
-182.5200000000,-0.0034218750
-182.4800000000,-0.0031406250
-182.4400000000,-0.0035156250
-182.4000000000,-0.0060000000
-182.3600000000,-0.0075312500
-182.3200000000,-0.0058750000
-182.2800000000,-0.0053750000
-182.2400000000,-0.0047812500
-182.2000000000,-0.0048750000
-182.1600000000,-0.0047656250
-182.1200000000,-0.0038906250
-182.0800000000,-0.0036406250
-182.0400000000,-0.0046875000
-182.0000000000,-0.0057031250
-181.9600000000,-0.0072031250
-181.9200000000,-0.0069531250
-181.8800000000,-0.0050000000
-181.8400000000,-0.0047187500
-181.8000000000,-0.0052812500
-181.7600000000,-0.0058750000
-181.7200000000,-0.0060468750
-181.6800000000,-0.0048750000
-181.6400000000,-0.0032031250
-181.6000000000,-0.0039531250
-181.5600000000,-0.0057500000
-181.5200000000,-0.0065156250
-181.4800000000,-0.0064375000
-181.4400000000,-0.0040781250
-181.4000000000,-0.0028750000
-181.3600000000,-0.0046093750
-181.3200000000,-0.0059531250
-181.2800000000,-0.0063281250
-181.2400000000,-0.0063125000
-181.2000000000,-0.0043593750
-181.1600000000,-0.0040625000
-181.1200000000,-0.0035468750
-181.0800000000,-0.0040468750
-181.0400000000,-0.0056406250
-181.0000000000,-0.0065625000
-180.9600000000,-0.0056250000
-180.9200000000,-0.0057500000
-180.8800000000,-0.0061562500
-180.8400000000,-0.0069531250
-180.8000000000,-0.0077343750
-180.7600000000,-0.0059531250
-180.7200000000,-0.0049687500
-180.6800000000,-0.0033125000
-180.6400000000,-0.0032343750
-180.6000000000,-0.0040156250
-180.5600000000,-0.0055781250
-180.5200000000,-0.0063281250
-180.4800000000,-0.0067187500
-180.4400000000,-0.0049843750
-180.4000000000,-0.0045468750
-180.3600000000,-0.0060000000
-180.3200000000,-0.0063281250
-180.2800000000,-0.0064062500
-180.2400000000,-0.0037031250
-180.2000000000,-0.0027187500
-180.1600000000,-0.0036093750
-180.1200000000,-0.0057500000
-180.0800000000,-0.0061562500
-180.0400000000,-0.0052031250
-180.0000000000,-0.0044375000
-179.9600000000,-0.0060468750
-179.9200000000,-0.0086093750
-179.8800000000,-0.0089687500
-179.8400000000,-0.0059375000
-179.8000000000,-0.0034687500
-179.7600000000,-0.0016093750
-179.7200000000,-0.0029687500
-179.6800000000,-0.0043593750
-179.6400000000,-0.0062656250
-179.6000000000,-0.0058593750
-179.5600000000,-0.0058437500
-179.5200000000,-0.0067187500
-179.4800000000,-0.0068906250
-179.4400000000,-0.0068750000
-179.4000000000,-0.0055468750
-179.3600000000,-0.0034687500
-179.3200000000,-0.0025000000
-179.2800000000,-0.0036093750
-179.2400000000,-0.0054218750
-179.2000000000,-0.0068593750
-179.1600000000,-0.0063281250
-179.1200000000,-0.0057187500
-179.0800000000,-0.0047812500
-179.0400000000,-0.0056562500
-179.0000000000,-0.0070625000
-178.9600000000,-0.0061250000
-178.9200000000,-0.0046250000
-178.8800000000,-0.0029687500
-178.8400000000,-0.0025781250
-178.8000000000,-0.0042968750
-178.7600000000,-0.0066718750
-178.7200000000,-0.0064375000
-178.6800000000,-0.0056250000
-178.6400000000,-0.0047031250
-178.6000000000,-0.0057656250
-178.5600000000,-0.0073281250
-178.5200000000,-0.0062031250
-178.4800000000,-0.0050156250
-178.4400000000,-0.0033750000
-178.4000000000,-0.0035937500
-178.3600000000,-0.0053125000
-178.3200000000,-0.0059531250
-178.2800000000,-0.0053750000
-178.2400000000,-0.0044218750
-178.2000000000,-0.0046406250
-178.1600000000,-0.0065000000
-178.1200000000,-0.0067500000
-178.0800000000,-0.0058750000
-178.0400000000,-0.0056562500
-178.0000000000,-0.0046406250
-177.9600000000,-0.0050781250
-177.9200000000,-0.0049375000
-177.8800000000,-0.0038125000
-177.8400000000,-0.0048125000
-177.8000000000,-0.0069062500
-177.7600000000,-0.0055000000
-177.7200000000,-0.0056093750
-177.6800000000,-0.0040000000
-177.6400000000,-0.0038125000
-177.6000000000,-0.0054375000
-177.5600000000,-0.0051562500
-177.5200000000,-0.0046875000
-177.4800000000,-0.0044375000
-177.4400000000,-0.0043906250
-177.4000000000,-0.0055156250
-177.3600000000,-0.0069843750
-177.3200000000,-0.0057500000
-177.2800000000,-0.0051718750
-177.2400000000,-0.0038593750
-177.2000000000,-0.0025312500
-177.1600000000,-0.0037500000
-177.1200000000,-0.0046093750
-177.0800000000,-0.0055625000
-177.0400000000,-0.0053750000
-177.0000000000,-0.0060000000
-176.9600000000,-0.0076093750
-176.9200000000,-0.0081718750
-176.8800000000,-0.0063281250
-176.8400000000,-0.0034843750
-176.8000000000,-0.0032031250
-176.7600000000,-0.0049375000
-176.7200000000,-0.0069218750
-176.6800000000,-0.0062500000
-176.6400000000,-0.0038593750
-176.6000000000,-0.0035156250
-176.5600000000,-0.0062500000
-176.5200000000,-0.0082812500
-176.4800000000,-0.0083125000
-176.4400000000,-0.0055937500
-176.4000000000,-0.0036562500
-176.3600000000,-0.0033750000
-176.3200000000,-0.0037968750
-176.2800000000,-0.0056718750
-176.2400000000,-0.0071406250
-176.2000000000,-0.0062500000
-176.1600000000,-0.0050468750
-176.1200000000,-0.0041250000
-176.0800000000,-0.0045625000
-176.0400000000,-0.0065156250
-176.0000000000,-0.0074062500
-175.9600000000,-0.0053437500
-175.9200000000,-0.0036250000
-175.8800000000,-0.0024843750
-175.8400000000,-0.0049218750
-175.8000000000,-0.0070312500
-175.7600000000,-0.0071562500
-175.7200000000,-0.0052968750
-175.6800000000,-0.0030000000
-175.6400000000,-0.0030468750
-175.6000000000,-0.0062500000
-175.5600000000,-0.0079375000
-175.5200000000,-0.0071406250
-175.4800000000,-0.0049375000
-175.4400000000,-0.0037187500
-175.4000000000,-0.0048906250
-175.3600000000,-0.0066875000
-175.3200000000,-0.0067812500
-175.2800000000,-0.0057187500
-175.2400000000,-0.0043750000
-175.2000000000,-0.0045000000
-175.1600000000,-0.0060781250
-175.1200000000,-0.0075468750
-175.0800000000,-0.0073437500
-175.0400000000,-0.0061562500
-175.0000000000,-0.0040312500
-174.9600000000,-0.0039843750
-174.9200000000,-0.0049218750
-174.8800000000,-0.0060468750
-174.8400000000,-0.0065781250
-174.8000000000,-0.0055156250
-174.7600000000,-0.0045312500
-174.7200000000,-0.0053593750
-174.6800000000,-0.0051718750
-174.6400000000,-0.0050156250
-174.6000000000,-0.0051718750
-174.5600000000,-0.0035937500
-174.5200000000,-0.0041718750
-174.4800000000,-0.0043593750
-174.4400000000,-0.0048437500
-174.4000000000,-0.0066250000
-174.3600000000,-0.0064687500
-174.3200000000,-0.0059375000
-174.2800000000,-0.0055468750
-174.2400000000,-0.0039687500
-174.2000000000,-0.0035312500
-174.1600000000,-0.0040312500
-174.1200000000,-0.0047500000
-174.0800000000,-0.0060156250
-174.0400000000,-0.0070156250
-174.0000000000,-0.0058437500
-173.9600000000,-0.0063281250
-173.9200000000,-0.0054375000
-173.8800000000,-0.0063125000
-173.8400000000,-0.0056093750
-173.8000000000,-0.0055156250
-173.7600000000,-0.0050781250
-173.7200000000,-0.0050312500
-173.6800000000,-0.0047656250
-173.6400000000,-0.0044531250
-173.6000000000,-0.0048125000
-173.5600000000,-0.0051875000
-173.5200000000,-0.0064218750
-173.4800000000,-0.0065781250
-173.4400000000,-0.0055937500
-173.4000000000,-0.0044687500
-173.3600000000,-0.0042656250
-173.3200000000,-0.0059375000
-173.2800000000,-0.0068125000
-173.2400000000,-0.0055937500
-173.2000000000,-0.0036250000
-173.1600000000,-0.0012187500
-173.1200000000,-0.0036406250
-173.0800000000,-0.0069531250
-173.0400000000,-0.0097500000
-173.0000000000,-0.0074218750
-172.9600000000,-0.0045468750
-172.9200000000,-0.0029531250
-172.8800000000,-0.0049531250
-172.8400000000,-0.0068125000
-172.8000000000,-0.0057031250
-172.7600000000,-0.0037812500
-172.7200000000,-0.0014062500
-172.6800000000,-0.0034687500
-172.6400000000,-0.0067656250
-172.6000000000,-0.0091406250
-172.5600000000,-0.0069843750
-172.5200000000,-0.0044375000
-172.4800000000,-0.0030781250
-172.4400000000,-0.0054218750
-172.4000000000,-0.0080468750
-172.3600000000,-0.0068281250
-172.3200000000,-0.0033125000
-172.2800000000,-0.0014687500
-172.2400000000,-0.0040625000
-172.2000000000,-0.0088437500
-172.1600000000,-0.0097031250
-172.1200000000,-0.0063750000
-172.0800000000,-0.0027968750
-172.0400000000,-0.0024843750
-172.0000000000,-0.0052187500
-171.9600000000,-0.0076250000
-171.9200000000,-0.0066406250
-171.8800000000,-0.0047343750
-171.8400000000,-0.0040937500
-171.8000000000,-0.0052343750
-171.7600000000,-0.0075468750
-171.7200000000,-0.0069375000
-171.6800000000,-0.0051718750
-171.6400000000,-0.0031875000
-171.6000000000,-0.0040156250
-171.5600000000,-0.0061718750
-171.5200000000,-0.0068437500
-171.4800000000,-0.0055468750
-171.4400000000,-0.0042656250
-171.4000000000,-0.0039843750
-171.3600000000,-0.0060468750
-171.3200000000,-0.0080625000
-171.2800000000,-0.0064062500
-171.2400000000,-0.0043437500
-171.2000000000,-0.0036406250
-171.1600000000,-0.0045781250
-171.1200000000,-0.0070468750
-171.0800000000,-0.0066093750
-171.0400000000,-0.0046093750
-171.0000000000,-0.0042656250
-170.9600000000,-0.0054062500
-170.9200000000,-0.0067343750
-170.8800000000,-0.0074687500
-170.8400000000,-0.0055625000
-170.8000000000,-0.0045468750
-170.7600000000,-0.0044218750
-170.7200000000,-0.0039062500
-170.6800000000,-0.0038750000
-170.6400000000,-0.0041562500
-170.6000000000,-0.0053750000
-170.5600000000,-0.0066562500
-170.5200000000,-0.0076718750
-170.4800000000,-0.0072343750
-170.4400000000,-0.0051093750
-170.4000000000,-0.0032343750
-170.3600000000,-0.0035312500
-170.3200000000,-0.0049531250
-170.2800000000,-0.0051718750
-170.2400000000,-0.0051718750
-170.2000000000,-0.0042968750
-170.1600000000,-0.0042500000
-170.1200000000,-0.0064062500
-170.0800000000,-0.0079218750
-170.0400000000,-0.0078750000
-170.0000000000,-0.0051406250
-169.9600000000,-0.0026250000
-169.9200000000,-0.0034687500
-169.8800000000,-0.0050312500
-169.8400000000,-0.0064218750
-169.8000000000,-0.0052968750
-169.7600000000,-0.0030468750
-169.7200000000,-0.0037656250
-169.6800000000,-0.0070781250
-169.6400000000,-0.0096718750
-169.6000000000,-0.0077812500
-169.5600000000,-0.0033593750
-169.5200000000,-0.0015312500
-169.4800000000,-0.0048281250
-169.4400000000,-0.0072812500
-169.4000000000,-0.0060781250
-169.3600000000,-0.0030156250
-169.3200000000,-0.0027500000
-169.2800000000,-0.0065468750
-169.2400000000,-0.0093125000
-169.2000000000,-0.0075937500
-169.1600000000,-0.0033593750
-169.1200000000,-0.0021875000
-169.0800000000,-0.0043437500
-169.0400000000,-0.0076718750
-169.0000000000,-0.0072031250
-168.9600000000,-0.0042812500
-168.9200000000,-0.0037187500
-168.8800000000,-0.0056093750
-168.8400000000,-0.0074687500
-168.8000000000,-0.0070468750
-168.7600000000,-0.0040468750
-168.7200000000,-0.0027343750
-168.6800000000,-0.0044218750
-168.6400000000,-0.0063750000
-168.6000000000,-0.0068125000
-168.5600000000,-0.0051875000
-168.5200000000,-0.0042343750
-168.4800000000,-0.0061406250
-168.4400000000,-0.0075468750
-168.4000000000,-0.0083906250
-168.3600000000,-0.0044843750
-168.3200000000,-0.0012500000
-168.2800000000,-0.0010781250
-168.2400000000,-0.0044531250
-168.2000000000,-0.0083437500
-168.1600000000,-0.0068437500
-168.1200000000,-0.0050000000
-168.0800000000,-0.0049687500
-168.0400000000,-0.0075781250
-168.0000000000,-0.0087187500
-167.9600000000,-0.0066250000
-167.9200000000,-0.0022968750
-167.8800000000,-0.0012500000
-167.8400000000,-0.0035156250
-167.8000000000,-0.0055312500
-167.7600000000,-0.0072500000
-167.7200000000,-0.0058593750
-167.6800000000,-0.0047187500
-167.6400000000,-0.0054375000
-167.6000000000,-0.0075468750
-167.5600000000,-0.0084218750
-167.5200000000,-0.0061718750
-167.4800000000,-0.0037343750
-167.4400000000,-0.0023437500
-167.4000000000,-0.0032343750
-167.3600000000,-0.0057968750
-167.3200000000,-0.0068750000
-167.2800000000,-0.0071093750
-167.2400000000,-0.0049531250
-167.2000000000,-0.0050156250
-167.1600000000,-0.0052500000
-167.1200000000,-0.0064531250
-167.0800000000,-0.0067187500
-167.0400000000,-0.0055937500
-167.0000000000,-0.0033593750
-166.9600000000,-0.0024687500
-166.9200000000,-0.0039843750
-166.8800000000,-0.0054843750
-166.8400000000,-0.0068437500
-166.8000000000,-0.0050156250
-166.7600000000,-0.0045312500
-166.7200000000,-0.0046562500
-166.6800000000,-0.0054375000
-166.6400000000,-0.0067968750
-166.6000000000,-0.0056875000
-166.5600000000,-0.0050000000
-166.5200000000,-0.0038750000
-166.4800000000,-0.0045156250
-166.4400000000,-0.0058750000
-166.4000000000,-0.0068593750
-166.3600000000,-0.0064218750
-166.3200000000,-0.0048593750
-166.2800000000,-0.0031718750
-166.2400000000,-0.0041093750
-166.2000000000,-0.0078750000
-166.1600000000,-0.0079843750
-166.1200000000,-0.0064687500
-166.0800000000,-0.0026562500
-166.0400000000,-0.0025156250
-166.0000000000,-0.0057812500
-165.9600000000,-0.0077656250
-165.9200000000,-0.0067812500
-165.8800000000,-0.0043593750
-165.8400000000,-0.0032343750
-165.8000000000,-0.0052500000
-165.7600000000,-0.0063437500
-165.7200000000,-0.0056718750
-165.6800000000,-0.0044843750
-165.6400000000,-0.0053437500
-165.6000000000,-0.0052656250
-165.5600000000,-0.0052812500
-165.5200000000,-0.0047656250
-165.4800000000,-0.0036562500
-165.4400000000,-0.0060156250
-165.4000000000,-0.0063906250
-165.3600000000,-0.0063125000
-165.3200000000,-0.0049687500
-165.2800000000,-0.0027968750
-165.2400000000,-0.0035781250
-165.2000000000,-0.0050937500
-165.1600000000,-0.0066093750
-165.1200000000,-0.0057656250
