Time(s),Voltage(V)
-137.0800000000,-0.0022187500
-137.0400000000,-0.0047968750
-137.0000000000,-0.0076875000
-136.9600000000,-0.0071406250
-136.9200000000,-0.0044843750
-136.8800000000,-0.0042500000
-136.8400000000,-0.0050937500
-136.8000000000,-0.0061875000
-136.7600000000,-0.0066093750
-136.7200000000,-0.0051875000
-136.6800000000,-0.0048750000
-136.6400000000,-0.0055312500
-136.6000000000,-0.0067187500
-136.5600000000,-0.0072968750
-136.5200000000,-0.0062031250
-136.4800000000,-0.0037812500
-136.4400000000,-0.0023593750
-136.4000000000,-0.0033281250
-136.3600000000,-0.0063437500
-136.3200000000,-0.0074531250
-136.2800000000,-0.0065156250
-136.2400000000,-0.0044375000
-136.2000000000,-0.0039687500
-136.1600000000,-0.0064687500
-136.1200000000,-0.0081250000
-136.0800000000,-0.0055781250
-136.0400000000,-0.0022812500
-136.0000000000,0.0000000000
-135.9600000000,-0.0027968750
-135.9200000000,-0.0082187500
-135.8800000000,-0.0093593750
-135.8400000000,-0.0074218750
-135.8000000000,-0.0027031250
-135.7600000000,-0.0031718750
-135.7200000000,-0.0063750000
-135.6800000000,-0.0082656250
-135.6400000000,-0.0062500000
-135.6000000000,-0.0031406250
-135.5600000000,-0.0015781250
-135.5200000000,-0.0045625000
-135.4800000000,-0.0081718750
-135.4400000000,-0.0082968750
-135.4000000000,-0.0058593750
-135.3600000000,-0.0039218750
-135.3200000000,-0.0046718750
-135.2800000000,-0.0067343750
-135.2400000000,-0.0077500000
-135.2000000000,-0.0058281250
-135.1600000000,-0.0041093750
-135.1200000000,-0.0039375000
-135.0800000000,-0.0052500000
-135.0400000000,-0.0058906250
-135.0000000000,-0.0051875000
-134.9600000000,-0.0049218750
-134.9200000000,-0.0049218750
-134.8800000000,-0.0061250000
-134.8400000000,-0.0061093750
-134.8000000000,-0.0059375000
-134.7600000000,-0.0053437500
-134.7200000000,-0.0051718750
-134.6800000000,-0.0043750000
-134.6400000000,-0.0033906250
-134.6000000000,-0.0039375000
-134.5600000000,-0.0056093750
-134.5200000000,-0.0072812500
-134.4800000000,-0.0066718750
-134.4400000000,-0.0050156250
-134.4000000000,-0.0045781250
-134.3600000000,-0.0056250000
-134.3200000000,-0.0071250000
-134.2800000000,-0.0069687500
-134.2400000000,-0.0038437500
-134.2000000000,-0.0024375000
-134.1600000000,-0.0033437500
-134.1200000000,-0.0056875000
-134.0800000000,-0.0081875000
-134.0400000000,-0.0066875000
-134.0000000000,-0.0050625000
-133.9600000000,-0.0044843750
-133.9200000000,-0.0054218750
-133.8800000000,-0.0069218750
-133.8400000000,-0.0064687500
-133.8000000000,-0.0036718750
-133.7600000000,-0.0032656250
-133.7200000000,-0.0050625000
-133.6800000000,-0.0067031250
-133.6400000000,-0.0075000000
-133.6000000000,-0.0055781250
-133.5600000000,-0.0049531250
-133.5200000000,-0.0053906250
-133.4800000000,-0.0067812500
-133.4400000000,-0.0064531250
-133.4000000000,-0.0038125000
-133.3600000000,-0.0019843750
-133.3200000000,-0.0032812500
-133.2800000000,-0.0046562500
-133.2400000000,-0.0065000000
-133.2000000000,-0.0060625000
-133.1600000000,-0.0052500000
-133.1200000000,-0.0053906250
-133.0800000000,-0.0057968750
-133.0400000000,-0.0055000000
-133.0000000000,-0.0043906250
-132.9600000000,-0.0035156250
-132.9200000000,-0.0036875000
-132.8800000000,-0.0055312500
-132.8400000000,-0.0057031250
-132.8000000000,-0.0058593750
-132.7600000000,-0.0054687500
-132.7200000000,-0.0052656250
-132.6800000000,-0.0057812500
-132.6400000000,-0.0057656250
-132.6000000000,-0.0052968750
-132.5600000000,-0.0052500000
-132.5200000000,-0.0051250000
-132.4800000000,-0.0045156250
-132.4400000000,-0.0050937500
-132.4000000000,-0.0054843750
-132.3600000000,-0.0062343750
-132.3200000000,-0.0063593750
-132.2800000000,-0.0058437500
-132.2400000000,-0.0052187500
-132.2000000000,-0.0053750000
-132.1600000000,-0.0052812500
-132.1200000000,-0.0053281250
-132.0800000000,-0.0048437500
-132.0400000000,-0.0043906250
-132.0000000000,-0.0044375000
-131.9600000000,-0.0047656250
-131.9200000000,-0.0055937500
-131.8800000000,-0.0063906250
-131.8400000000,-0.0062343750
-131.8000000000,-0.0043281250
-131.7600000000,-0.0042500000
-131.7200000000,-0.0045156250
-131.6800000000,-0.0050156250
-131.6400000000,-0.0057812500
-131.6000000000,-0.0056875000
-131.5600000000,-0.0060468750
-131.5200000000,-0.0066093750
-131.4800000000,-0.0068437500
-131.4400000000,-0.0054531250
-131.4000000000,-0.0046406250
-131.3600000000,-0.0043437500
-131.3200000000,-0.0052656250
-131.2800000000,-0.0065312500
-131.2400000000,-0.0050468750
-131.2000000000,-0.0045156250
-131.1600000000,-0.0045781250
-131.1200000000,-0.0054687500
-131.0800000000,-0.0069062500
-131.0400000000,-0.0052031250
-131.0000000000,-0.0049687500
-130.9600000000,-0.0046718750
-130.9200000000,-0.0051406250
-130.8800000000,-0.0055625000
-130.8400000000,-0.0056093750
-130.8000000000,-0.0045937500
-130.7600000000,-0.0048281250
-130.7200000000,-0.0051718750
-130.6800000000,-0.0051718750
-130.6400000000,-0.0050156250
-130.6000000000,-0.0039687500
-130.5600000000,-0.0037187500
-130.5200000000,-0.0055625000
-130.4800000000,-0.0062968750
-130.4400000000,-0.0067031250
-130.4000000000,-0.0055468750
-130.3600000000,-0.0036093750
-130.3200000000,-0.0030781250
-130.2800000000,-0.0060937500
-130.2400000000,-0.0063593750
-130.2000000000,-0.0055156250
-130.1600000000,-0.0038593750
-130.1200000000,-0.0034218750
-130.0800000000,-0.0056250000
-130.0400000000,-0.0087031250
-130.0000000000,-0.0072812500
-129.9600000000,-0.0037343750
-129.9200000000,-0.0019218750
-129.8800000000,-0.0032031250
-129.8400000000,-0.0070781250
-129.8000000000,-0.0077343750
-129.7600000000,-0.0063281250
-129.7200000000,-0.0041718750
-129.6800000000,-0.0037187500
-129.6400000000,-0.0054062500
-129.6000000000,-0.0076718750
-129.5600000000,-0.0060468750
-129.5200000000,-0.0047031250
-129.4800000000,-0.0026718750
-129.4400000000,-0.0035937500
-129.4000000000,-0.0063125000
-129.3600000000,-0.0069218750
-129.3200000000,-0.0062343750
-129.2800000000,-0.0047031250
-129.2400000000,-0.0045468750
-129.2000000000,-0.0068437500
-129.1600000000,-0.0066718750
-129.1200000000,-0.0054687500
-129.0800000000,-0.0031093750
-129.0400000000,-0.0023593750
-129.0000000000,-0.0041718750
-128.9600000000,-0.0063750000
-128.9200000000,-0.0072656250
-128.8800000000,-0.0060625000
-128.8400000000,-0.0053750000
-128.8000000000,-0.0056875000
-128.7600000000,-0.0074843750
-128.7200000000,-0.0068125000
-128.6800000000,-0.0050625000
-128.6400000000,-0.0033593750
-128.6000000000,-0.0032031250
-128.5600000000,-0.0039218750
-128.5200000000,-0.0070000000
-128.4800000000,-0.0059062500
-128.4400000000,-0.0062656250
-128.4000000000,-0.0055468750
-128.3600000000,-0.0065156250
-128.3200000000,-0.0072812500
-128.2800000000,-0.0054062500
-128.2400000000,-0.0032500000
-128.2000000000,-0.0026406250
-128.1600000000,-0.0038437500
-128.1200000000,-0.0052812500
-128.0800000000,-0.0058437500
-128.0400000000,-0.0047031250
-128.0000000000,-0.0051250000
-127.9600000000,-0.0060000000
-127.9200000000,-0.0059687500
-127.8800000000,-0.0050937500
-127.8400000000,-0.0040937500
-127.8000000000,-0.0046875000
-127.7600000000,-0.0051250000
-127.7200000000,-0.0057031250
-127.6800000000,-0.0045468750
-127.6400000000,-0.0042187500
-127.6000000000,-0.0052968750
-127.5600000000,-0.0070625000
-127.5200000000,-0.0069687500
-127.4800000000,-0.0053906250
-127.4400000000,-0.0038125000
-127.4000000000,-0.0035625000
-127.3600000000,-0.0053593750
-127.3200000000,-0.0070937500
-127.2800000000,-0.0069531250
-127.2400000000,-0.0051875000
-127.2000000000,-0.0036406250
-127.1600000000,-0.0047343750
-127.1200000000,-0.0061093750
-127.0800000000,-0.0064375000
-127.0400000000,-0.0059375000
-127.0000000000,-0.0033593750
-126.9600000000,-0.0035625000
-126.9200000000,-0.0054843750
-126.8800000000,-0.0069218750
-126.8400000000,-0.0069062500
-126.8000000000,-0.0051250000
-126.7600000000,-0.0039531250
-126.7200000000,-0.0049687500
-126.6800000000,-0.0062187500
-126.6400000000,-0.0065937500
-126.6000000000,-0.0053125000
-126.5600000000,-0.0041562500
-126.5200000000,-0.0050156250
-126.4800000000,-0.0045937500
-126.4400000000,-0.0045000000
-126.4000000000,-0.0041093750
-126.3600000000,-0.0052500000
-126.3200000000,-0.0068906250
-126.2800000000,-0.0075625000
-126.2400000000,-0.0067031250
-126.2000000000,-0.0050468750
-126.1600000000,-0.0053281250
-126.1200000000,-0.0052343750
-126.0800000000,-0.0054062500
-126.0400000000,-0.0044062500
-126.0000000000,-0.0038750000
-125.9600000000,-0.0052812500
-125.9200000000,-0.0063906250
-125.8800000000,-0.0077187500
-125.8400000000,-0.0072343750
-125.8000000000,-0.0052343750
-125.7600000000,-0.0050468750
-125.7200000000,-0.0054843750
-125.6800000000,-0.0058281250
-125.6400000000,-0.0050781250
-125.6000000000,-0.0042500000
-125.5600000000,-0.0045000000
-125.5200000000,-0.0057812500
-125.4800000000,-0.0072812500
-125.4400000000,-0.0066406250
-125.4000000000,-0.0053281250
-125.3600000000,-0.0046875000
-125.3200000000,-0.0052187500
-125.2800000000,-0.0059062500
-125.2400000000,-0.0055000000
-125.2000000000,-0.0046093750
-125.1600000000,-0.0047656250
-125.1200000000,-0.0055468750
-125.0800000000,-0.0057812500
-125.0400000000,-0.0047968750
-125.0000000000,-0.0042343750
-124.9600000000,-0.0048125000
-124.9200000000,-0.0058281250
-124.8800000000,-0.0058906250
-124.8400000000,-0.0050468750
-124.8000000000,-0.0046718750
-124.7600000000,-0.0053125000
-124.7200000000,-0.0066718750
-124.6800000000,-0.0075156250
-124.6400000000,-0.0062187500
-124.6000000000,-0.0050468750
-124.5600000000,-0.0038906250
-124.5200000000,-0.0044843750
-124.4800000000,-0.0061718750
-124.4400000000,-0.0058281250
-124.4000000000,-0.0052656250
-124.3600000000,-0.0043281250
-124.3200000000,-0.0051562500
-124.2800000000,-0.0075156250
-124.2400000000,-0.0071562500
-124.2000000000,-0.0057031250
-124.1600000000,-0.0032031250
-124.1200000000,-0.0033281250
-124.0800000000,-0.0046093750
-124.0400000000,-0.0055625000
-124.0000000000,-0.0062343750
-123.9600000000,-0.0053437500
-123.9200000000,-0.0059531250
-123.8800000000,-0.0047187500
-123.8400000000,-0.0048593750
-123.8000000000,-0.0060000000
-123.7600000000,-0.0061406250
-123.7200000000,-0.0049218750
-123.6800000000,-0.0033593750
-123.6400000000,-0.0028750000
-123.6000000000,-0.0049531250
-123.5600000000,-0.0085312500
-123.5200000000,-0.0075781250
-123.4800000000,-0.0054218750
-123.4400000000,-0.0032500000
-123.4000000000,-0.0046875000
-123.3600000000,-0.0061718750
-123.3200000000,-0.0067656250
-123.2800000000,-0.0055156250
-123.2400000000,-0.0033750000
-123.2000000000,-0.0039531250
-123.1600000000,-0.0051093750
-123.1200000000,-0.0067031250
-123.0800000000,-0.0073125000
-123.0400000000,-0.0058125000
-123.0000000000,-0.0046250000
-122.9600000000,-0.0037343750
-122.9200000000,-0.0043125000
-122.8800000000,-0.0064375000
-122.8400000000,-0.0066562500
-122.8000000000,-0.0061562500
-122.7600000000,-0.0047187500
-122.7200000000,-0.0034375000
-122.6800000000,-0.0048281250
-122.6400000000,-0.0056406250
-122.6000000000,-0.0067031250
-122.5600000000,-0.0055625000
-122.5200000000,-0.0050468750
-122.4800000000,-0.0052656250
-122.4400000000,-0.0058281250
-122.4000000000,-0.0062031250
-122.3600000000,-0.0051562500
-122.3200000000,-0.0037968750
-122.2800000000,-0.0047031250
-122.2400000000,-0.0050625000
-122.2000000000,-0.0055937500
-122.1600000000,-0.0053750000
-122.1200000000,-0.0050625000
-122.0800000000,-0.0052500000
-122.0400000000,-0.0058906250
-122.0000000000,-0.0060937500
-121.9600000000,-0.0053437500
-121.9200000000,-0.0045625000
-121.8800000000,-0.0039062500
-121.8400000000,-0.0045781250
-121.8000000000,-0.0055781250
-121.7600000000,-0.0058750000
-121.7200000000,-0.0062187500
-121.6800000000,-0.0061250000
-121.6400000000,-0.0061718750
-121.6000000000,-0.0051562500
-121.5600000000,-0.0057656250
-121.5200000000,-0.0052812500
-121.4800000000,-0.0044062500
-121.4400000000,-0.0040156250
-121.4000000000,-0.0050781250
-121.3600000000,-0.0061093750
-121.3200000000,-0.0067812500
-121.2800000000,-0.0062343750
-121.2400000000,-0.0047187500
-121.2000000000,-0.0054531250
-121.1600000000,-0.0060625000
-121.1200000000,-0.0062656250
-121.0800000000,-0.0043750000
-121.0400000000,-0.0035781250
-121.0000000000,-0.0048593750
-120.9600000000,-0.0066093750
-120.9200000000,-0.0067187500
-120.8800000000,-0.0060000000
-120.8400000000,-0.0062031250
-120.8000000000,-0.0062031250
-120.7600000000,-0.0067343750
-120.7200000000,-0.0053437500
-120.6800000000,-0.0037812500
-120.6400000000,-0.0046562500
-120.6000000000,-0.0051718750
-120.5600000000,-0.0060625000
-120.5200000000,-0.0045937500
-120.4800000000,-0.0040625000
-120.4400000000,-0.0057500000
-120.4000000000,-0.0075625000
-120.3600000000,-0.0081875000
-120.3200000000,-0.0049218750
-120.2800000000,-0.0032500000
-120.2400000000,-0.0040937500
-120.2000000000,-0.0062187500
-120.1600000000,-0.0070000000
-120.1200000000,-0.0059843750
-120.0800000000,-0.0027187500
-120.0400000000,-0.0013593750
-120.0000000000,-0.0046718750
-119.9600000000,-0.0081562500
-119.9200000000,-0.0092968750
-119.8800000000,-0.0062343750
-119.8400000000,-0.0026093750
-119.8000000000,-0.0026875000
-119.7600000000,-0.0057500000
-119.7200000000,-0.0081718750
-119.6800000000,-0.0071875000
-119.6400000000,-0.0040156250
-119.6000000000,-0.0028593750
-119.5600000000,-0.0049531250
-119.5200000000,-0.0075156250
-119.4800000000,-0.0085312500
-119.4400000000,-0.0060937500
-119.4000000000,-0.0037343750
-119.3600000000,-0.0038906250
-119.3200000000,-0.0060156250
-119.2800000000,-0.0067500000
-119.2400000000,-0.0052343750
-119.2000000000,-0.0039375000
-119.1600000000,-0.0040937500
-119.1200000000,-0.0067031250
-119.0800000000,-0.0066406250
-119.0400000000,-0.0049687500
-119.0000000000,-0.0041875000
-118.9600000000,-0.0043125000
-118.9200000000,-0.0061406250
-118.8800000000,-0.0065937500
-118.8400000000,-0.0053906250
-118.8000000000,-0.0036875000
-118.7600000000,-0.0050781250
-118.7200000000,-0.0061093750
-118.6800000000,-0.0065468750
-118.6400000000,-0.0054531250
-118.6000000000,-0.0044687500
-118.5600000000,-0.0047968750
-118.5200000000,-0.0067812500
-118.4800000000,-0.0065625000
-118.4400000000,-0.0055156250
-118.4000000000,-0.0048906250
-118.3600000000,-0.0044062500
-118.3200000000,-0.0060781250
-118.2800000000,-0.0065625000
-118.2400000000,-0.0044375000
-118.2000000000,-0.0038125000
-118.1600000000,-0.0045000000
-118.1200000000,-0.0064062500
-118.0800000000,-0.0079218750
-118.0400000000,-0.0056562500
-118.0000000000,-0.0038437500
-117.9600000000,-0.0033437500
-117.9200000000,-0.0049843750
-117.8800000000,-0.0070937500
-117.8400000000,-0.0054531250
-117.8000000000,-0.0041250000
-117.7600000000,-0.0035468750
-117.7200000000,-0.0054062500
-117.6800000000,-0.0072968750
-117.6400000000,-0.0084062500
-117.6000000000,-0.0056406250
-117.5600000000,-0.0040781250
-117.5200000000,-0.0032343750
-117.4800000000,-0.0039375000
-117.4400000000,-0.0057187500
-117.4000000000,-0.0052031250
-117.3600000000,-0.0050937500
-117.3200000000,-0.0044687500
-117.2800000000,-0.0050000000
-117.2400000000,-0.0068437500
-117.2000000000,-0.0082187500
-117.1600000000,-0.0064531250
-117.1200000000,-0.0050156250
-117.0800000000,-0.0030625000
-117.0400000000,-0.0026406250
-117.0000000000,-0.0040156250
-116.9600000000,-0.0043750000
-116.9200000000,-0.0056875000
-116.8800000000,-0.0054062500
-116.8400000000,-0.0061718750
-116.8000000000,-0.0073125000
-116.7600000000,-0.0066250000
-116.7200000000,-0.0059531250
-116.6800000000,-0.0051406250
-116.6400000000,-0.0041562500
-116.6000000000,-0.0032968750
-116.5600000000,-0.0034062500
-116.5200000000,-0.0042343750
-116.4800000000,-0.0059218750
-116.4400000000,-0.0078437500
-116.4000000000,-0.0081875000
-116.3600000000,-0.0057968750
-116.3200000000,-0.0040625000
-116.2800000000,-0.0048437500
-116.2400000000,-0.0066250000
-116.2000000000,-0.0066406250
-116.1600000000,-0.0044843750
-116.1200000000,-0.0019531250
-116.0800000000,-0.0025000000
-116.0400000000,-0.0057187500
-116.0000000000,-0.0071406250
-115.9600000000,-0.0073125000
-115.9200000000,-0.0048906250
-115.8800000000,-0.0038906250
-115.8400000000,-0.0047812500
-115.8000000000,-0.0057500000
-115.7600000000,-0.0057968750
-115.7200000000,-0.0048906250
-115.6800000000,-0.0028281250
-115.6400000000,-0.0037500000
-115.6000000000,-0.0056718750
-115.5600000000,-0.0071718750
-115.5200000000,-0.0079843750
-115.4800000000,-0.0057656250
-115.4400000000,-0.0042187500
-115.4000000000,-0.0052500000
-115.3600000000,-0.0057187500
-115.3200000000,-0.0057343750
-115.2800000000,-0.0050156250
-115.2400000000,-0.0045468750
-115.2000000000,-0.0044687500
-115.1600000000,-0.0064531250
-115.1200000000,-0.0072343750
-115.0800000000,-0.0070156250
-115.0400000000,-0.0050781250
-115.0000000000,-0.0049531250
-114.9600000000,-0.0053125000
-114.9200000000,-0.0060000000
-114.8800000000,-0.0049218750
-114.8400000000,-0.0031406250
-114.8000000000,-0.0031875000
-114.7600000000,-0.0062500000
-114.7200000000,-0.0075625000
-114.6800000000,-0.0071875000
-114.6400000000,-0.0057968750
-114.6000000000,-0.0057656250
-114.5600000000,-0.0063906250
-114.5200000000,-0.0049843750
-114.4800000000,-0.0045312500
-114.4400000000,-0.0029218750
-114.4000000000,-0.0031250000
-114.3600000000,-0.0063281250
-114.3200000000,-0.0068750000
-114.2800000000,-0.0067812500
-114.2400000000,-0.0062031250
-114.2000000000,-0.0055468750
-114.1600000000,-0.0056562500
-114.1200000000,-0.0044843750
-114.0800000000,-0.0038906250
-114.0400000000,-0.0045625000
-114.0000000000,-0.0041875000
-113.9600000000,-0.0044218750
-113.9200000000,-0.0055625000
-113.8800000000,-0.0058906250
-113.8400000000,-0.0066250000
-113.8000000000,-0.0062968750
-113.7600000000,-0.0058125000
-113.7200000000,-0.0056562500
-113.6800000000,-0.0055625000
-113.6400000000,-0.0051875000
-113.6000000000,-0.0042812500
-113.5600000000,-0.0039375000
-113.5200000000,-0.0054531250
-113.4800000000,-0.0064687500
-113.4400000000,-0.0062812500
-113.4000000000,-0.0055000000
-113.3600000000,-0.0051562500
-113.3200000000,-0.0059375000
-113.2800000000,-0.0059218750
-113.2400000000,-0.0059843750
-113.2000000000,-0.0053125000
-113.1600000000,-0.0052031250
-113.1200000000,-0.0042812500
-113.0800000000,-0.0053593750
-113.0400000000,-0.0058593750
-113.0000000000,-0.0066562500
-112.9600000000,-0.0058750000
-112.9200000000,-0.0049375000
-112.8800000000,-0.0047343750
-112.8400000000,-0.0049375000
-112.8000000000,-0.0050000000
-112.7600000000,-0.0048281250
-112.7200000000,-0.0050312500
-112.6800000000,-0.0058437500
-112.6400000000,-0.0048750000
-112.6000000000,-0.0044218750
-112.5600000000,-0.0051562500
-112.5200000000,-0.0061250000
-112.4800000000,-0.0077500000
-112.4400000000,-0.0053281250
-112.4000000000,-0.0037500000
-112.3600000000,-0.0047187500
-112.3200000000,-0.0057031250
-112.2800000000,-0.0070781250
-112.2400000000,-0.0056875000
-112.2000000000,-0.0038906250
-112.1600000000,-0.0037656250
-112.1200000000,-0.0053437500
-112.0800000000,-0.0062656250
-112.0400000000,-0.0068437500
-112.0000000000,-0.0052968750
-111.9600000000,-0.0046250000
-111.9200000000,-0.0043281250
-111.8800000000,-0.0054531250
-111.8400000000,-0.0062031250
-111.8000000000,-0.0067500000
-111.7600000000,-0.0050156250
-111.7200000000,-0.0036562500
-111.6800000000,-0.0040312500
-111.6400000000,-0.0060781250
-111.6000000000,-0.0072500000
-111.5600000000,-0.0068750000
-111.5200000000,-0.0057968750
-111.4800000000,-0.0046093750
-111.4400000000,-0.0049531250
-111.4000000000,-0.0049843750
-111.3600000000,-0.0053437500
-111.3200000000,-0.0065781250
-111.2800000000,-0.0063281250
-111.2400000000,-0.0061250000
-111.2000000000,-0.0042343750
-111.1600000000,-0.0039687500
-111.1200000000,-0.0062031250
-111.0800000000,-0.0078125000
-111.0400000000,-0.0061718750
-111.0000000000,-0.0041250000
-110.9600000000,-0.0016718750
-110.9200000000,-0.0037968750
-110.8800000000,-0.0067812500
-110.8400000000,-0.0063906250
-110.8000000000,-0.0065937500
-110.7600000000,-0.0046562500
-110.7200000000,-0.0049062500
-110.6800000000,-0.0054531250
-110.6400000000,-0.0057500000
-110.6000000000,-0.0051562500
-110.5600000000,-0.0040312500
-110.5200000000,-0.0040937500
-110.4800000000,-0.0050781250
-110.4400000000,-0.0060000000
-110.4000000000,-0.0063593750
-110.3600000000,-0.0056875000
-110.3200000000,-0.0051093750
-110.2800000000,-0.0050937500
-110.2400000000,-0.0061718750
-110.2000000000,-0.0057187500
-110.1600000000,-0.0051093750
-110.1200000000,-0.0030312500
-110.0800000000,-0.0019531250
-110.0400000000,-0.0046250000
-110.0000000000,-0.0062031250
-109.9600000000,-0.0078906250
-109.9200000000,-0.0060156250
-109.8800000000,-0.0044062500
-109.8400000000,-0.0050312500
-109.8000000000,-0.0057031250
-109.7600000000,-0.0056250000
-109.7200000000,-0.0044843750
-109.6800000000,-0.0032187500
-109.6400000000,-0.0038750000
-109.6000000000,-0.0062031250
-109.5600000000,-0.0074843750
-109.5200000000,-0.0073437500
-109.4800000000,-0.0055468750
-109.4400000000,-0.0043906250
-109.4000000000,-0.0047656250
-109.3600000000,-0.0061250000
-109.3200000000,-0.0058281250
-109.2800000000,-0.0039062500
-109.2400000000,-0.0039531250
-109.2000000000,-0.0044531250
-109.1600000000,-0.0056718750
-109.1200000000,-0.0060625000
-109.0800000000,-0.0057968750
-109.0400000000,-0.0057500000
-109.0000000000,-0.0058437500
-108.9600000000,-0.0064687500
-108.9200000000,-0.0056093750
-108.8800000000,-0.0043437500
-108.8400000000,-0.0034843750
-108.8000000000,-0.0050468750
-108.7600000000,-0.0058750000
-108.7200000000,-0.0072343750
-108.6800000000,-0.0056093750
-108.6400000000,-0.0038906250
-108.6000000000,-0.0040156250
-108.5600000000,-0.0064687500
-108.5200000000,-0.0063281250
-108.4800000000,-0.0058281250
-108.4400000000,-0.0033593750
-108.4000000000,-0.0022656250
-108.3600000000,-0.0048906250
-108.3200000000,-0.0078906250
-108.2800000000,-0.0073281250
-108.2400000000,-0.0051718750
-108.2000000000,-0.0029375000
-108.1600000000,-0.0040781250
-108.1200000000,-0.0066718750
-108.0800000000,-0.0070156250
-108.0400000000,-0.0062187500
-108.0000000000,-0.0035468750
-107.9600000000,-0.0038750000
-107.9200000000,-0.0063593750
-107.8800000000,-0.0060625000
-107.8400000000,-0.0055312500
-107.8000000000,-0.0039375000
-107.7600000000,-0.0045625000
-107.7200000000,-0.0075781250
-107.6800000000,-0.0078593750
-107.6400000000,-0.0055156250
-107.6000000000,-0.0034062500
-107.5600000000,-0.0034843750
-107.5200000000,-0.0050937500
-107.4800000000,-0.0057656250
-107.4400000000,-0.0056562500
-107.4000000000,-0.0056718750
-107.3600000000,-0.0065781250
-107.3200000000,-0.0079843750
-107.2800000000,-0.0066562500
-107.2400000000,-0.0039218750
-107.2000000000,-0.0027031250
-107.1600000000,-0.0044375000
-107.1200000000,-0.0058750000
-107.0800000000,-0.0060625000
-107.0400000000,-0.0046562500
-107.0000000000,-0.0049687500
-106.9600000000,-0.0069687500
-106.9200000000,-0.0084531250
-106.8800000000,-0.0065625000
-106.8400000000,-0.0047968750
-106.8000000000,-0.0034375000
-106.7600000000,-0.0043437500
-106.7200000000,-0.0053437500
-106.6800000000,-0.0048750000
-106.6400000000,-0.0046875000
-106.6000000000,-0.0051718750
-106.5600000000,-0.0056875000
-106.5200000000,-0.0072656250
-106.4800000000,-0.0061250000
-106.4400000000,-0.0051406250
-106.4000000000,-0.0046875000
-106.3600000000,-0.0043125000
-106.3200000000,-0.0053906250
-106.2800000000,-0.0055625000
-106.2400000000,-0.0049218750
-106.2000000000,-0.0037187500
-106.1600000000,-0.0047968750
-106.1200000000,-0.0070312500
-106.0800000000,-0.0079375000
-106.0400000000,-0.0057031250
-106.0000000000,-0.0037968750
-105.9600000000,-0.0042500000
-105.9200000000,-0.0063281250
-105.8800000000,-0.0076250000
-105.8400000000,-0.0056093750
-105.8000000000,-0.0031562500
-105.7600000000,-0.0034531250
-105.7200000000,-0.0063437500
-105.6800000000,-0.0080312500
-105.6400000000,-0.0070312500
-105.6000000000,-0.0040625000
-105.5600000000,-0.0032031250
-105.5200000000,-0.0060468750
-105.4800000000,-0.0085156250
-105.4400000000,-0.0087031250
-105.4000000000,-0.0053750000
-105.3600000000,-0.0020781250
-105.3200000000,-0.0033437500
-105.2800000000,-0.0064843750
-105.2400000000,-0.0075937500
-105.2000000000,-0.0049843750
-105.1600000000,-0.0020156250
-105.1200000000,-0.0029843750
-105.0800000000,-0.0073750000
-105.0400000000,-0.0092343750
-105.0000000000,-0.0081562500
-104.9600000000,-0.0036875000
-104.9200000000,-0.0018906250
-104.8800000000,-0.0045781250
-104.8400000000,-0.0071562500
-104.8000000000,-0.0059687500
-104.7600000000,-0.0037343750
-104.7200000000,-0.0031875000
-104.6800000000,-0.0049531250
-104.6400000000,-0.0079531250
-104.6000000000,-0.0089218750
-104.5600000000,-0.0058750000
-104.5200000000,-0.0040312500
-104.4800000000,-0.0043125000
-104.4400000000,-0.0054687500
-104.4000000000,-0.0054062500
-104.3600000000,-0.0047656250
-104.3200000000,-0.0042968750
-104.2800000000,-0.0053750000
-104.2400000000,-0.0069375000
-104.2000000000,-0.0060000000
-104.1600000000,-0.0039531250
-104.1200000000,-0.0044687500
-104.0800000000,-0.0060781250
-104.0400000000,-0.0071562500
-104.0000000000,-0.0060156250
-103.9600000000,-0.0040156250
-103.9200000000,-0.0042968750
-103.8800000000,-0.0057187500
-103.8400000000,-0.0062187500
-103.8000000000,-0.0048906250
-103.7600000000,-0.0027968750
-103.7200000000,-0.0035156250
-103.6800000000,-0.0067968750
-103.6400000000,-0.0092187500
-103.6000000000,-0.0084375000
-103.5600000000,-0.0054218750
-103.5200000000,-0.0037031250
-103.4800000000,-0.0037187500
-103.4400000000,-0.0046093750
-103.4000000000,-0.0059531250
-103.3600000000,-0.0060468750
-103.3200000000,-0.0041250000
-103.2800000000,-0.0032343750
-103.2400000000,-0.0038281250
-103.2000000000,-0.0070156250
-103.1600000000,-0.0084375000
-103.1200000000,-0.0066875000
-103.0800000000,-0.0045781250
-103.0400000000,-0.0030781250
-103.0000000000,-0.0040156250
-102.9600000000,-0.0066562500
-102.9200000000,-0.0062656250
-102.8800000000,-0.0047968750
-102.8400000000,-0.0037031250
-102.8000000000,-0.0039375000
-102.7600000000,-0.0065000000
-102.7200000000,-0.0077187500
-102.6800000000,-0.0070156250
-102.6400000000,-0.0051250000
-102.6000000000,-0.0047187500
-102.5600000000,-0.0055156250
-102.5200000000,-0.0063906250
-102.4800000000,-0.0061250000
-102.4400000000,-0.0050000000
-102.4000000000,-0.0043906250
-102.3600000000,-0.0048437500
-102.3200000000,-0.0055625000
-102.2800000000,-0.0061250000
-102.2400000000,-0.0052812500
-102.2000000000,-0.0055000000
-102.1600000000,-0.0056406250
