file,n_samples,fs_Hz,dt_median_s,onset_index,onset_time_s,onset_time_us_from_start,dominant_freq_Hz,centroid_freq_Hz,bandwidth_Hz,peak_amplitude,peak_to_peak,rms_amplitude,total_energy,rise_time_us,estimated_snr_db,pick_plot,analysis_plot
tek20251105094451496CH2.csv,10000,25000000.00000024,3.999999999999962e-08,5913,3.652e-05,236.51999999999998,238561.2919011523,224419.1980731395,79390.93932213222,0.129018628125,0.25271875,0.04609946773076177,8.685532700718362,129.35999999999876,6.375520956598234,tek20251105094451496CH2_aic_pick.png,tek20251105094451496CH2_waveform_analysis.png
